Sample Name,Replicate,Wavelength,Absorbance,Toxgreen Dir,Percent GpA,Day
RWT34,2,512,13187,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,65.3933252888573,2024-4-18_toxgreen
LC2,2,512,10640,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,52.76294692298792,2024-4-18_toxgreen
RD17,2,512,10947,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,54.285336462965105,2024-4-18_toxgreen
RWT40,2,512,9848,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,48.83547944526175,2024-4-18_toxgreen
RD52,2,512,12455,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,61.76339322611039,2024-4-18_toxgreen
RC1,2,512,7427,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,36.8299254508488,2024-4-18_toxgreen
Gpa,3,512,17648,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,87.51508339256492,2024-4-18_toxgreen
G83I,3,512,4352,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,21.581235433161975,2024-4-18_toxgreen
NoTM,3,512,0,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,0.0,2024-4-18_toxgreen
2F12,3,512,8000,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,39.671388663900686,2024-4-18_toxgreen
2H11,3,512,30336,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,150.43390581351142,2024-4-18_toxgreen
1G2,3,512,4216,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,20.906821825875664,2024-4-18_toxgreen
RD2,3,512,8205,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,40.68796799841314,2024-4-18_toxgreen
LD23,3,512,10603,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,52.57946675041737,2024-4-18_toxgreen
LC4,3,512,10145,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,50.30827974940906,2024-4-18_toxgreen
LD21,3,512,17267,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,85.62573350744664,2024-4-18_toxgreen
LWT3,3,512,15334,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,76.04013422153164,2024-4-18_toxgreen
RWT3,3,512,17603,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,87.29193183133047,2024-4-18_toxgreen
L8,3,512,16129,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,79.98247847000677,2024-4-18_toxgreen
L4,3,512,11417,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,56.61603054696926,2024-4-18_toxgreen
RC8,3,512,14762,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,73.20362993206274,2024-4-18_toxgreen
RC11,3,512,12525,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,62.110517876919516,2024-4-18_toxgreen
LD9,3,512,11938,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,59.199629733705805,2024-4-18_toxgreen
LC9,3,512,10096,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,50.06529249384266,2024-4-18_toxgreen
RWT34,3,512,13251,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,65.7106963981685,2024-4-18_toxgreen
LC2,3,512,10794,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,53.52662115476801,2024-4-18_toxgreen
RD17,3,512,7799,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,38.67464502372018,2024-4-18_toxgreen
RWT40,3,512,12375,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,61.366679339471375,2024-4-18_toxgreen
RD52,3,512,12936,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,64.14863546952742,2024-4-18_toxgreen
RC1,3,512,7024,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-18_toxgreen,34.8314792469048,2024-4-18_toxgreen
Gpa,1,512,19312,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,87.36089749389306,2024-4-23_toxgreen
RD39,1,512,10725,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,48.516239934859314,2024-4-23_toxgreen
G83I,1,512,2210,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,9.997285804758889,2024-4-23_toxgreen
LC3,1,512,10227,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,46.26345788473717,2024-4-23_toxgreen
NoTM,1,512,0,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,0.0,2024-4-23_toxgreen
YF9,1,512,11222,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,50.76449832624627,2024-4-23_toxgreen
RC2,1,512,8972,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,40.586266172079974,2024-4-23_toxgreen
2F12,1,512,7315,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,33.090563647878405,2024-4-23_toxgreen
RWT34,1,512,11398,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,51.56066226363883,2024-4-23_toxgreen
LWT11,1,512,32711,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,147.9734008866371,2024-4-23_toxgreen
LD50,1,512,10815,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,48.923369221025965,2024-4-23_toxgreen
2H11,1,512,34617,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,156.59549443589975,2024-4-23_toxgreen
RC8,1,512,13076,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,59.151361621279285,2024-4-23_toxgreen
RWT39,1,512,13753,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,62.21387858499955,2024-4-23_toxgreen
RD17,1,512,9234,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,41.77146476069845,2024-4-23_toxgreen
1G2,1,512,5359,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,24.24228716185651,2024-4-23_toxgreen
1G2,3,512,3180,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,14.385234777888357,2024-4-23_toxgreen
RD17,3,512,6272,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,28.372387587080432,2024-4-23_toxgreen
LC3,3,512,12619,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,57.08404957929973,2024-4-23_toxgreen
LWT11,3,512,9876,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,44.67565366868723,2024-4-23_toxgreen
RC2,3,512,10375,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,46.932959377544556,2024-4-23_toxgreen
2H11,3,512,33137,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,149.90047950782593,2024-4-23_toxgreen
RD39,3,512,9799,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,44.32733194607798,2024-4-23_toxgreen
YF9,3,512,12449,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,56.31502759431829,2024-4-23_toxgreen
NoTM,3,512,0,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,0.0,2024-4-23_toxgreen
RC8,3,512,12660,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,57.26951958744232,2024-4-23_toxgreen
LD50,3,512,12468,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,56.400977110286796,2024-4-23_toxgreen
RWT34,3,512,12548,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,56.7628698091016,2024-4-23_toxgreen
Gpa,3,512,23088,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,104.4422328779517,2024-4-23_toxgreen
RWT39,3,512,13643,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,61.7162761241292,2024-4-23_toxgreen
G83I,3,512,5028,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,22.744956120510267,2024-4-23_toxgreen
2F12,3,512,8999,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,40.70840495792997,2024-4-23_toxgreen
G83I,2,512,2615,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,11.829367592508822,2024-4-23_toxgreen
LWT11,2,512,9809,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,44.37256853342984,2024-4-23_toxgreen
2F12,2,512,7060,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,31.937030670406223,2024-4-23_toxgreen
1G2,2,512,5540,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,25.061069392924995,2024-4-23_toxgreen
Gpa,2,512,23918,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,108.19686962815524,2024-4-23_toxgreen
LC3,2,512,11907,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,53.86320455984801,2024-4-23_toxgreen
RD17,2,512,6761,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,30.584456708585904,2024-4-23_toxgreen
LD50,2,512,10388,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,46.991766941101965,2024-4-23_toxgreen
NoTM,2,512,0,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,0.0,2024-4-23_toxgreen
2H11,2,512,30528,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,138.09825386772823,2024-4-23_toxgreen
RWT34,2,512,11052,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,49.99547634126482,2024-4-23_toxgreen
RC8,2,512,12709,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,57.49117886546639,2024-4-23_toxgreen
RWT39,2,512,14149,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,64.00524744413282,2024-4-23_toxgreen
RD39,2,512,10719,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,48.4890979824482,2024-4-23_toxgreen
YF9,2,512,12569,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,56.857866642540486,2024-4-23_toxgreen
RC2,2,512,12032,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-23_toxgreen,54.42866190174613,2024-4-23_toxgreen
Gpa,1,512,16778,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,73.56835920371832,2024-4-26_toxgreen
M37,1,512,10525,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,46.150135929141456,2024-4-26_toxgreen
YF3,1,512,7460,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,32.7106901692537,2024-4-26_toxgreen
YF7,1,512,1248,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,5.472244146277296,2024-4-26_toxgreen
RWT3,1,512,8169,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,35.819521178637196,2024-4-26_toxgreen
RD3,1,512,13139,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,57.61203192142419,2024-4-26_toxgreen
RD53,1,512,8362,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,36.665789704463734,2024-4-26_toxgreen
RD2,1,512,3798,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,16.65351223362273,2024-4-26_toxgreen
M39,1,512,12790,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,56.08173287731299,2024-4-26_toxgreen
2F12,1,512,7874,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,34.52600192931685,2024-4-26_toxgreen
RWT33,1,512,5629,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,24.68210120143822,2024-4-26_toxgreen
G83I,1,512,3452,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,15.136367622555468,2024-4-26_toxgreen
1G2,1,512,3817,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,16.73682364290099,2024-4-26_toxgreen
NoTM,1,512,0,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,0.0,2024-4-26_toxgreen
RWT38,1,512,12358,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,54.187494518986234,2024-4-26_toxgreen
RC6,1,512,3599,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,15.780934841708321,2024-4-26_toxgreen
M17,1,512,5338,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,23.406121196176443,2024-4-26_toxgreen
M40,1,512,4120,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,18.065421380338506,2024-4-26_toxgreen
RC11,1,512,7664,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,33.60519161624134,2024-4-26_toxgreen
2H11,1,512,29479,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,129.2598439007279,2024-4-26_toxgreen
LD8,1,512,10526,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,46.1545207401561,2024-4-26_toxgreen
RC7,1,512,10811,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,47.40419187933,2024-4-26_toxgreen
YF6,1,512,10616,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,46.54915373147418,2024-4-26_toxgreen
M27,1,512,15172,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,66.52635271419803,2024-4-26_toxgreen
LWT11,1,512,11511,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,50.47355958958168,2024-4-26_toxgreen
RWT30,1,512,14124,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,61.93107077084977,2024-4-26_toxgreen
M18,1,512,9219,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,40.423572744014734,2024-4-26_toxgreen
LD50,1,512,10806,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,47.38226782425677,2024-4-26_toxgreen
RD36,1,512,12649,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,55.463474524248,2024-4-26_toxgreen
LC3,1,512,11181,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,49.026571954748746,2024-4-26_toxgreen
LWT12,1,512,11507,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,50.456020345523115,2024-4-26_toxgreen
RC6,2,512,4079,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,17.88564412873805,2024-4-26_toxgreen
RC7,2,512,8460,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,37.095501183898975,2024-4-26_toxgreen
YF7,2,512,-76,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,-0.33324563711304045,2024-4-26_toxgreen
M27,2,512,15505,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,67.98649478207489,2024-4-26_toxgreen
2H11,2,512,25044,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,109.8132070507761,2024-4-26_toxgreen
RD3,2,512,14044,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,61.58028588967815,2024-4-26_toxgreen
LD8,2,512,7987,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,35.02148557397176,2024-4-26_toxgreen
2F12,2,512,6611,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,28.987985617819874,2024-4-26_toxgreen
RWT38,2,512,12502,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,54.81890730509515,2024-4-26_toxgreen
LC3,2,512,11697,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,51.28913443830571,2024-4-26_toxgreen
M37,2,512,12147,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,53.26229939489608,2024-4-26_toxgreen
RWT33,2,512,5543,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,24.305007454178725,2024-4-26_toxgreen
NoTM,2,512,0,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,0.0,2024-4-26_toxgreen
YF3,2,512,8840,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,38.76172936946418,2024-4-26_toxgreen
LD50,2,512,11471,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,50.29816714899587,2024-4-26_toxgreen
LWT12,2,512,12110,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,53.1000613873542,2024-4-26_toxgreen
M39,2,512,13970,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,61.255809874594405,2024-4-26_toxgreen
RD2,2,512,6095,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,26.725423134262915,2024-4-26_toxgreen
M18,2,512,9484,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,41.58554766289573,2024-4-26_toxgreen
RD53,2,512,10792,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,47.32088047005174,2024-4-26_toxgreen
M40,2,512,5592,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,24.519863193896345,2024-4-26_toxgreen
RWT30,2,512,14006,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,61.41366307112164,2024-4-26_toxgreen
RWT3,2,512,12588,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,55.196001052354646,2024-4-26_toxgreen
1G2,2,512,5853,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,25.66429886871876,2024-4-26_toxgreen
G83I,2,512,3675,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,16.114180478821364,2024-4-26_toxgreen
RC11,2,512,8666,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,37.9987722529159,2024-4-26_toxgreen
M17,2,512,10112,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,44.33920898009296,2024-4-26_toxgreen
LWT11,2,512,10625,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,46.58861703060598,2024-4-26_toxgreen
RD36,2,512,14065,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,61.67236692098571,2024-4-26_toxgreen
YF6,2,512,10231,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,44.86100149083575,2024-4-26_toxgreen
Gpa,2,512,24510,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,107.47171796895555,2024-4-26_toxgreen
LWT12,3,512,9690,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,42.48881873191265,2024-4-26_toxgreen
RC7,3,512,9844,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,43.164079628168025,2024-4-26_toxgreen
LD8,3,512,10761,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,47.184951328597734,2024-4-26_toxgreen
RWT38,3,512,13003,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,57.01569762343242,2024-4-26_toxgreen
RC6,3,512,6640,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,29.115145137244586,2024-4-26_toxgreen
RD3,3,512,16789,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,73.61659212487942,2024-4-26_toxgreen
G83I,3,512,3888,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,17.048145224940807,2024-4-26_toxgreen
NoTM,3,512,0,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,0.0,2024-4-26_toxgreen
M18,3,512,10296,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,45.14601420678769,2024-4-26_toxgreen
2H11,3,512,27665,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,121.30579672016135,2024-4-26_toxgreen
M40,3,512,6139,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,26.918354818907304,2024-4-26_toxgreen
RWT3,3,512,12078,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,52.95974743488555,2024-4-26_toxgreen
RD36,3,512,14377,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,63.04042795755503,2024-4-26_toxgreen
1G2,3,512,6070,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,26.61580285889678,2024-4-26_toxgreen
YF3,3,512,10989,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,48.184688239936854,2024-4-26_toxgreen
2F12,3,512,9834,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,43.120231518021576,2024-4-26_toxgreen
Gpa,3,512,27130,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,118.95992282732615,2024-4-26_toxgreen
M27,3,512,18206,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,79.82986933263176,2024-4-26_toxgreen
RD53,3,512,11924,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,52.28448653863018,2024-4-26_toxgreen
RD2,3,512,6795,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,29.7947908445146,2024-4-26_toxgreen
RWT33,3,512,6140,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,26.92273962992195,2024-4-26_toxgreen
M37,3,512,11031,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,48.368850302551955,2024-4-26_toxgreen
YF6,3,512,11803,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,51.75392440585811,2024-4-26_toxgreen
YF7,3,512,5922,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,25.96685082872928,2024-4-26_toxgreen
LC3,3,512,15738,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,69.00815574848724,2024-4-26_toxgreen
LWT11,3,512,13330,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,58.44953082522143,2024-4-26_toxgreen
RWT30,3,512,16102,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,70.60422695781811,2024-4-26_toxgreen
RC11,3,512,9483,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,41.58116285188108,2024-4-26_toxgreen
M17,3,512,7202,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,31.579408927475228,2024-4-26_toxgreen
M39,3,512,14629,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,64.14540033324563,2024-4-26_toxgreen
