Sample Name,Replicate,Wavelength,Absorbance,Toxgreen Dir,Percent GpA,Day,ReplicateDay
M37,1,512,10525,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,46.150135929141456,2024-4-26_toxgreen,2024-4-26_toxgreen-1
M37,2,512,12147,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,53.26229939489608,2024-4-26_toxgreen,2024-4-26_toxgreen-2
M37,3,512,11031,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,48.368850302551955,2024-4-26_toxgreen,2024-4-26_toxgreen-3
M37,1,512,12045,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-27_toxgreen,54.95566742201876,2024-4-27_toxgreen,2024-4-27_toxgreen-1
M37,2,512,11270,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-27_toxgreen,51.41970708560826,2024-4-27_toxgreen,2024-4-27_toxgreen-2
M37,3,512,13050,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-27_toxgreen,59.541009535686584,2024-4-27_toxgreen,2024-4-27_toxgreen-3
M39,1,512,12790,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,56.08173287731299,2024-4-26_toxgreen,2024-4-26_toxgreen-1
M39,2,512,13970,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,61.255809874594405,2024-4-26_toxgreen,2024-4-26_toxgreen-2
M39,3,512,14629,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,64.14540033324563,2024-4-26_toxgreen,2024-4-26_toxgreen-3
M39,1,512,15516,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-27_toxgreen,70.7922071996715,2024-4-27_toxgreen,2024-4-27_toxgreen-1
M39,2,512,15776,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-27_toxgreen,71.97846486091889,2024-4-27_toxgreen,2024-4-27_toxgreen-2
M39,3,512,15135,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-27_toxgreen,69.05388347299743,2024-4-27_toxgreen,2024-4-27_toxgreen-3
M40,1,512,4120,/mnt/d/github/Sequence-Design/CHIP2/2024-3-24_gblockOrder/2024-4-26_toxgreen,18.065421380338506,2024-4-26_toxgreen,2024-4-26_toxgreen-1
