,xShift,crossingAngle,negCross,axialRotation,negRot,zShift,density,interface
156,9.3921,25.2506,false,49.4262,true,0.8532,0.99,000011011001101100000
157,9.5,27.4078,false,37.501,true,0.1563,0.87,000011011001101100000
158,9.4817,25.0238,false,75.005,true,4.1953,0.92,000011001101100110000
159,9.074,25.0609,false,35.4655,true,5.0806,0.96,000110011011001100000
160,8.8472,26.5156,false,73.393,true,3.4948,0.83,000011001101100110000
161,8.516,18.4049,false,73.9796,true,3.3302,0.86,000011001101100110000
162,9.3952,27.1192,false,39.5141,true,5.4051,0.97,000110011011001100000
163,9.1349,19.6836,false,56.6426,true,2.0875,0.95,000011011001101100000
164,8.9658,21.5682,false,39.5115,true,4.7372,0.8,000011011001101100000
165,9.1041,26.6819,false,86.2383,true,5.2602,0.84,000011011001101100000
166,9.4765,19.5493,false,13.8305,true,1.3763,0.85,000011011001101100000
167,9.5,21.4803,false,85.1962,true,0.354,0.81,000011001101100110000
168,9.4441,25.0849,false,84.7906,true,5.7643,0.83,000011011001101100000
169,9.4666,22.3507,false,17.9695,true,3.4621,1.0,000110011011001100000
170,8.8032,26.5934,false,60.0207,true,2.6064,0.87,000011001101100110000
171,9.3938,25.3484,false,95.3353,true,6.0,0.88,000011011001101100000
172,9.3212,27.6197,false,1.9884,true,2.1854,0.87,000110011011001100000
173,9.2997,22.5804,false,18.9961,true,3.3649,0.94,000110011011001100000
174,9.0085,26.4374,false,51.5749,true,2.1493,0.82,000011011001101100000
175,8.6931,18.0,false,46.3678,true,1.6351,0.94,000011011001101100000
176,9.3615,26.4031,false,15.3544,true,2.9634,0.98,000110011011001100000
177,9.2878,21.4939,false,41.8386,true,0.2439,0.91,000011011001101100000
178,9.3325,25.6299,false,19.1247,true,2.6179,1.0,000110011011001100000
179,9.3054,22.388,false,42.5095,true,5.1059,0.98,000011011001101100000
180,8.9982,21.5972,false,17.6819,true,2.6929,0.92,000110011011001100000
181,9.5,25.1618,false,25.0243,true,4.7574,0.94,000110011011001100000
182,8.731,24.3081,false,53.0683,true,1.2869,0.88,000011011001101100000
183,9.4113,22.7342,false,75.3334,true,4.1636,0.97,000011001101100110000
184,9.4047,23.8353,false,7.7833,true,2.1508,0.83,000110011011001100000
185,8.5682,28.0,false,44.974,true,1.1308,0.83,000011011001101100000
186,9.0215,21.5951,false,76.7259,true,4.0767,0.9,000011001101100110000
187,8.9683,22.2932,false,22.3083,true,4.9269,0.91,000110011011001100000
188,9.126,21.1545,false,24.9301,true,3.7117,0.92,000110011011001100000
189,9.0544,18.9213,false,52.1304,true,1.4752,0.89,000011011001101100000
190,9.3873,22.1286,false,6.7822,true,2.6813,0.81,000110011011001100000
191,9.3448,23.9512,false,16.5122,true,1.8196,0.8,000011011001101100000
192,8.6281,23.9236,false,66.5802,true,3.5247,0.84,000011001101100110000
193,9.1171,18.0,false,22.2606,true,4.12,0.92,000110011011001100000
194,8.9779,23.8123,false,62.5895,true,2.9086,0.91,000011001101100110000
195,8.8151,25.3778,false,51.2059,true,1.2202,0.97,000011011001101100000
196,9.5,21.3627,false,47.9053,true,5.0381,0.85,000011011001101100000
197,8.5577,25.1529,false,38.4599,true,5.999,0.86,000110011011001100000
198,9.5,25.5594,false,80.9018,true,4.2626,0.99,000011001101100110000
199,9.0595,24.1809,false,21.2744,true,3.9028,0.96,000110011011001100000
200,9.5,23.4298,false,73.0924,true,5.1932,0.89,000011011001101100000
201,8.8715,22.3655,false,19.0476,true,3.4715,0.86,000110011011001100000
202,9.2562,25.9322,false,72.1415,true,2.9752,0.95,000011001101100110000
203,8.8517,24.0417,false,34.6423,true,4.7765,0.99,000110011011001100000
204,8.9353,27.6987,false,44.3975,true,0.1697,0.99,000011011001101100000
205,9.5,25.4437,false,37.0454,true,3.8367,0.83,000011011001101100000
206,8.8515,18.0,false,10.1528,true,3.3168,0.98,000110011011001100000
207,9.4614,24.5877,false,32.818,true,3.8645,0.82,000011011001101100000
208,8.547,22.1337,false,71.4974,true,5.2287,0.81,000011011001101100000
209,8.7198,25.6592,false,49.9386,true,1.6115,0.93,000011011001101100000
210,9.3757,22.2094,false,5.7318,true,2.0376,0.86,000110011011001100000
211,9.4879,24.1737,false,35.81,true,5.5285,0.98,000110011011001100000
212,9.0707,27.4096,false,97.668,true,0.5009,0.82,000011001101100110000
213,9.4419,26.541,false,7.9588,true,1.039,0.81,000110011011001100000
214,9.3287,18.0,false,93.1183,true,0.4118,0.84,000011001101100110000
215,9.5,27.0733,false,47.9139,true,1.0238,0.97,000011011001101100000
216,9.5,18.0,false,89.915,true,5.6093,0.98,000011011001101100000
217,9.2648,20.6951,false,42.5424,true,1.0358,0.84,000011011001101100000
218,8.5,18.0,false,49.5014,true,0.8378,0.97,000011011001101100000
219,9.5,19.7224,false,68.4798,true,1.9098,0.9,000011001101100110000
220,9.5,19.0316,false,85.5148,true,4.8343,1.0,000011011001101100000
221,8.5,26.0692,false,95.4858,true,0.2332,1.0,000011001101100110000
222,9.3155,18.3218,false,83.8829,true,5.8148,0.97,000011011001101100000
223,9.346,25.1144,false,13.2902,true,4.2826,0.83,000110011011001100000
224,9.4781,22.2072,false,63.0217,true,1.9568,0.9,000011001101100110000
225,8.9577,24.1012,false,56.307,true,2.3052,0.92,000011011001101100000
226,9.355,25.3475,false,91.6184,true,0.7234,0.84,000011001101100110000
227,8.963,21.9958,false,48.0978,true,0.9241,0.81,000011011001101100000
228,9.5,28.0,false,40.1319,true,4.4323,0.97,000011011001101100000
229,9.4024,22.8834,false,75.503,true,4.166,0.99,000011001101100110000
230,8.9793,18.7685,false,75.0339,true,4.9602,0.94,000011011001101100000
231,9.5,22.1296,false,37.5253,true,4.4253,1.0,000011011001101100000
232,9.5,20.8629,false,19.5122,true,3.2373,1.0,000110011011001100000
233,8.5371,19.9981,false,60.6277,true,2.9568,0.91,000011001101100110000
234,9.1373,25.5288,false,11.8402,true,2.9966,0.83,000110011011001100000
235,9.5,23.5169,false,54.3037,true,2.6897,0.82,000011011001101100000
236,9.5,19.1267,false,2.6911,true,2.2881,0.89,000110011011001100000
237,9.1599,21.9329,false,41.9118,true,5.9071,0.93,000110011011001100000
238,9.1873,20.6455,false,60.6426,true,1.4764,0.92,000011001101100110000
239,9.4771,19.2022,false,77.1748,true,4.8431,0.96,000011011001101100000
240,9.3167,20.5435,false,41.4867,true,1.0703,0.87,000011011001101100000
241,8.9051,24.5751,false,82.9465,true,4.041,0.88,000011001101100110000
242,9.4161,20.7065,false,15.0112,true,2.7141,0.92,000110011011001100000
243,8.9673,23.737,false,65.2802,true,3.335,0.92,000011001101100110000
244,9.193,23.808,false,83.8796,true,5.1853,0.93,000011011001101100000
245,9.5,23.1418,false,41.0859,true,0.7163,0.98,000011011001101100000
246,9.3921,26.0893,false,37.711,true,3.9451,0.81,000011011001101100000
247,9.5,25.3577,false,77.087,true,4.2308,0.95,000011001101100110000
248,9.4513,22.1603,false,95.6714,true,1.1408,0.88,000011001101100110000
249,9.4355,27.2743,false,44.299,true,0.538,0.99,000011011001101100000
250,8.9209,22.3481,false,31.8604,true,5.157,0.92,000110011011001100000
251,9.4312,18.0,false,55.9755,true,2.3531,0.86,000011011001101100000
252,9.5,21.4677,false,59.0658,true,3.1554,0.92,000011011001101100000
253,9.5,22.8227,false,38.5352,true,0.5358,0.91,000011011001101100000
254,9.3591,24.4333,false,58.4001,true,1.6222,0.98,000011011001101100000
255,9.5,22.1684,false,37.6004,true,4.4293,0.96,000011011001101100000
256,9.0815,27.4393,false,45.2086,true,5.406,0.8,000011011001101100000
257,9.5,26.7461,false,64.5504,true,3.3652,0.95,000011001101100110000
258,9.3775,28.0,false,36.4029,true,0.7609,0.84,000011011001101100000
259,9.2646,28.0,false,36.3178,true,5.1935,0.97,000110011011001100000
260,8.5,18.0,false,67.0781,true,3.6503,0.98,000011001101100110000
261,9.0962,24.0036,false,56.9742,true,2.4423,0.92,000011011001101100000
262,9.3181,28.0,false,35.5442,true,6.0,0.94,000110011011001100000
263,9.5,20.5274,false,52.719,true,6.0,0.83,000011011001101100000
264,9.4711,23.7695,false,55.2985,true,0.5037,0.94,000011011001101100000
265,8.9547,27.2631,false,27.0852,true,3.7511,0.84,000110011011001100000
266,9.379,18.0,false,48.053,true,0.627,0.97,000011011001101100000
267,8.7408,22.51,false,37.7488,true,0.9513,0.8,000011011001101100000
268,9.2852,26.3448,false,18.6694,true,4.7123,0.98,000110011011001100000
269,8.8095,18.5956,false,74.9637,true,3.9396,0.87,000011001101100110000
270,9.2386,24.3319,false,51.5436,true,1.6508,0.95,000011011001101100000
271,9.5,20.4591,false,86.0065,true,4.4418,0.98,000011001101100110000
272,9.1591,25.0855,false,43.4645,true,0.0,0.92,000011011001101100000
273,8.5647,18.7381,false,55.4781,true,1.7078,0.99,000011011001101100000
274,9.5,24.6956,false,41.8785,true,6.0,0.92,000110011011001100000
275,9.4556,21.8858,false,14.5564,true,2.1773,0.92,000110011011001100000
276,9.5,19.1931,false,77.6825,true,3.842,1.0,000011001101100110000
277,9.5,18.0,false,49.6174,true,1.1809,0.99,000011011001101100000
278,8.5647,20.2069,false,96.7118,true,0.4689,0.89,000011001101100110000
279,9.1121,24.4118,false,57.3757,true,2.1316,0.98,000011011001101100000
280,9.2556,24.248,false,89.0754,true,0.4182,0.89,000011001101100110000
281,9.5,28.0,false,58.6677,true,1.9625,0.97,000011011001101100000
282,9.5,25.1655,false,16.2182,true,1.3211,0.97,000011011001101100000
283,9.5,18.0,false,94.4142,true,0.7854,0.9,000011001101100110000
284,9.1065,27.7751,false,35.9914,true,0.9667,0.88,000011011001101100000
285,8.9309,22.3853,false,78.1572,true,4.8295,0.91,000011011001101100000
286,9.5,28.0,false,6.9817,true,2.0848,0.92,000110011011001100000
287,8.9632,22.6639,false,62.1065,true,3.3903,0.85,000011001101100110000
288,9.1882,27.8794,false,20.0566,true,2.6611,0.81,000110011011001100000
289,8.7381,21.3779,false,4.5282,true,3.0358,0.8,000110011011001100000
290,9.3112,20.8238,false,59.459,true,1.7667,0.99,000011011001101100000
291,9.0599,19.4859,false,69.9753,true,3.2073,0.98,000011001101100110000
292,8.8459,24.6817,false,77.633,true,4.2979,0.81,000011001101100110000
293,9.5,21.032,false,75.8365,true,4.2757,0.99,000011001101100110000
294,9.5,22.9587,false,24.6141,true,3.2744,0.93,000110011011001100000
295,8.9394,18.8527,false,54.0772,true,2.23,0.98,000011011001101100000
296,9.5,23.5847,false,35.0089,true,5.3987,0.99,000110011011001100000
297,8.5934,24.3068,false,44.4595,true,0.1861,0.94,000011011001101100000
298,9.2265,24.7588,false,69.6661,true,2.5667,0.99,000011001101100110000
299,9.3233,18.0,false,10.9051,true,2.5505,0.81,000110011011001100000
300,9.3004,21.7683,false,16.7729,true,4.5317,0.85,000110011011001100000
301,9.4477,28.0,false,94.9335,true,0.6316,0.86,000011001101100110000
302,9.4705,25.5352,false,76.9346,true,3.6354,0.96,000011001101100110000
303,8.7285,21.2683,false,52.6047,true,1.0937,0.86,000011011001101100000
304,9.4312,28.0,false,19.4299,true,4.1599,0.96,000110011011001100000
305,9.4075,18.0,false,73.6279,true,3.8215,0.97,000011001101100110000
306,8.8262,21.4224,false,41.5206,true,1.2672,0.99,000011011001101100000
307,9.0721,23.0241,false,60.6269,true,2.0691,1.0,000011001101100110000
308,9.5,19.966,false,62.4853,true,2.9094,0.99,000011001101100110000
309,9.3954,22.6986,false,47.4281,true,1.6303,0.82,000011011001101100000
310,8.6072,27.7476,false,33.06,true,5.245,0.94,000110011011001100000
311,8.6564,24.2142,false,52.236,true,1.9533,0.95,000011011001101100000
312,8.7104,18.4027,false,59.4252,true,3.9571,0.82,000011011001101100000
313,9.5,27.7639,false,49.3569,true,1.929,0.86,000011011001101100000
314,8.9222,25.5124,false,44.3375,true,1.1084,0.88,000011011001101100000
315,9.0744,24.6897,false,55.8237,true,1.3478,0.91,000011011001101100000
316,8.8999,18.0,false,66.3347,true,3.6487,0.95,000011001101100110000
317,8.9133,27.8526,false,37.5304,true,0.6371,0.86,000011011001101100000
318,9.3117,26.7253,false,63.7191,true,2.4275,0.97,000011001101100110000
319,9.3931,21.4042,false,20.1058,true,4.6767,0.99,000110011011001100000
320,9.166,24.7313,false,56.2254,true,0.7551,0.87,000011011001101100000
321,8.7987,18.9168,false,27.023,true,4.4935,1.0,000110011011001100000
322,9.4773,19.1914,false,94.3499,true,0.4477,0.88,000011001101100110000
323,8.7416,23.3796,false,41.7446,true,0.3322,0.95,000011011001101100000
324,9.3292,19.6886,false,81.86,true,5.835,0.83,000011011001101100000
325,9.137,23.0199,false,7.1007,true,2.4209,0.8,000110011011001100000
326,9.1496,24.3131,false,27.957,true,5.1421,1.0,000110011011001100000
327,8.6109,18.0,false,80.8784,true,4.7496,0.93,000011011001101100000
328,8.5,24.7386,false,65.1248,true,3.4576,0.88,000011001101100110000
329,9.3383,21.8714,false,13.8914,true,1.8077,0.9,000110011011001100000
330,9.5,20.0802,false,48.5995,true,5.9599,0.91,000011011001101100000
331,8.5386,22.18,false,50.3941,true,1.2417,0.92,000011011001101100000
332,9.4568,18.0469,false,1.0325,true,1.3547,0.84,000110011011001100000
333,9.448,24.8503,false,78.6434,true,5.3607,0.92,000011011001101100000
334,9.5,27.8303,false,31.7389,true,5.2947,0.99,000110011011001100000
335,9.1749,23.677,false,93.584,true,5.4931,0.91,000011011001101100000
336,8.5,18.0,false,44.4416,true,0.4102,0.97,000011011001101100000
337,9.4108,23.538,false,52.3533,true,0.6896,0.98,000011011001101100000
338,8.9546,18.226,false,77.191,true,4.3991,0.89,000011001101100110000
339,9.5,26.7538,false,81.1246,true,3.8066,0.8,000011001101100110000
340,9.5,27.788,false,45.0189,true,1.0075,0.89,000011011001101100000
341,9.5,26.0191,false,12.7934,true,4.1033,0.8,000110011011001100000
342,9.2413,27.5352,false,62.1634,true,2.6644,0.97,000011001101100110000
343,9.4415,24.8593,false,6.9862,true,2.1838,0.98,000110011011001100000
344,8.8825,18.0,false,93.3527,true,0.9095,0.98,000011001101100110000
345,9.1969,21.998,false,11.0994,true,2.2366,0.94,000110011011001100000
346,8.9879,18.0,false,98.1534,true,1.4483,0.8,000011001101100110000
347,9.5,26.5027,false,79.8768,true,3.8717,0.97,000011001101100110000
348,9.2609,27.8023,false,58.0186,true,2.3633,0.9,000011011001101100000
349,8.6192,27.483,false,43.3877,true,0.1445,0.86,000011011001101100000
350,9.3399,20.7241,false,65.664,true,3.063,0.99,000011001101100110000
351,9.5,27.011,false,95.4044,true,5.394,0.91,000011011001101100000
352,9.3456,18.8435,false,84.5165,true,4.969,0.97,000011011001101100000
353,9.5,28.0,false,90.9899,true,5.8192,0.92,000011011001101100000
354,9.3133,26.8863,false,96.2757,true,5.2771,0.83,000011011001101100000
355,8.5682,24.2156,false,31.3148,true,4.3294,0.8,000110011011001100000
356,8.5,27.4926,false,51.9234,true,2.1112,0.85,000011011001101100000
357,8.8372,20.7667,false,59.9158,true,3.5321,0.81,000011011001101100000
358,9.4226,20.5068,false,69.4678,true,4.0056,0.87,000011001101100110000
359,9.3094,24.0134,false,42.4679,true,1.1825,0.82,000011011001101100000
360,9.3982,24.0245,false,6.9484,true,1.5248,0.92,000110011011001100000
361,8.796,20.385,false,36.196,true,5.5665,0.85,000110011011001100000
362,9.2391,22.4757,false,6.3571,true,2.2915,0.82,000110011011001100000
363,9.1909,28.0,false,27.9364,true,3.9781,0.98,000110011011001100000
364,8.5901,18.0,false,11.8002,true,1.9581,0.82,000110011011001100000
365,9.5,26.61,false,68.0,true,2.4687,0.97,000011001101100110000
366,9.4659,19.8172,false,80.4397,true,4.2435,0.88,000011001101100110000
367,9.4324,25.1806,false,10.0788,true,2.5112,0.9,000110011011001100000
368,9.3504,18.0,false,34.6352,true,4.7465,1.0,000110011011001100000
369,9.3592,19.211,false,81.3282,true,3.2175,0.81,000011001101100110000
370,9.4553,23.7697,false,78.9948,true,4.3188,0.95,000011001101100110000
371,8.6416,20.7757,false,31.4746,true,4.624,0.98,000110011011001100000
372,9.4784,28.0,false,76.8396,true,5.1425,0.85,000011011001101100000
373,9.5,27.0463,false,26.4608,true,3.3002,0.99,000011011001101100000
