xShift,crossingAngle,axialRotation,zShift,energy
8.5,26.0,-65.0,0.975,-5.887602
8.5,26.0,-65.0,2.325,1.303258
8.5,26.0,-8.33333,0.575,2.812351
8.5,28.0,-100.0,5.55,2.219415
8.5,28.0,-100.0,6.9,7.179542
8.5,28.0,-101.667,5.125,0.583604
8.5,28.0,-101.667,6.475,4.05334
8.5,28.0,-103.333,4.7,0.930981
8.5,28.0,-103.333,6.05,4.941017
8.5,28.0,-105.0,4.275,2.779829
8.5,28.0,-105.0,5.625,9.413733
8.5,28.0,-105.0,6.975,5.816314
8.5,28.0,-106.667,3.85,5.84158
8.5,28.0,-108.333,3.425,9.954094
8.5,28.0,-10.0,0.15,2.449614
8.5,28.0,-10.0,1.5,-6.363005
8.5,28.0,-11.6667,1.075,-3.374416
8.5,28.0,-13.3333,0.65,1.420752
8.5,28.0,-15.0,0.225,8.856468
8.5,28.0,-50.0,6.15,0.347911
8.5,28.0,-51.6667,5.725,-2.160338
8.5,28.0,-53.3333,5.3,-3.972509
8.5,28.0,-55.0,4.875,-5.160925
8.5,28.0,-56.6667,4.45,-5.796434
8.5,28.0,-58.3333,2.675,3.786356
8.5,28.0,-58.3333,4.025,-5.937654
8.5,28.0,-60.0,0.9,2.696387
8.5,28.0,-60.0,2.25,-2.443676
8.5,28.0,-60.0,3.6,-5.607142
8.5,28.0,-61.6667,1.825,-5.496098
8.5,28.0,-61.6667,3.175,-4.742534
8.5,28.0,-63.3333,1.4,-6.061559
8.5,28.0,-63.3333,2.75,-3.073296
8.5,28.0,-65.0,0.975,-3.399126
8.5,28.0,-65.0,2.325,0.205034
8.5,28.0,-66.6667,1.9,7.365823
8.5,28.0,-8.33333,0.575,6.641502
8.5,28.0,-98.3333,5.975,6.624113
8.7,18.0,-100.0,5.55,-1.636006
8.7,18.0,-100.0,6.9,-5.696865
8.7,18.0,-101.667,5.125,-4.052082
8.7,18.0,-101.667,6.475,-5.501785
8.7,18.0,-103.333,3.35,7.229058
8.7,18.0,-103.333,4.7,-5.120778
8.7,18.0,-103.333,6.05,-4.675722
8.7,18.0,-105.0,2.925,0.935116
8.7,18.0,-105.0,4.275,-5.222648
8.7,18.0,-105.0,5.625,-3.153431
8.7,18.0,-105.0,6.975,-0.502979
8.7,18.0,-106.667,2.5,-2.388829
8.7,18.0,-106.667,3.85,-4.544289
8.7,18.0,-106.667,5.2,-0.905649
8.7,18.0,-106.667,6.55,2.253598
8.7,18.0,-108.333,3.425,-3.164675
8.7,18.0,-108.333,4.775,2.050801
8.7,18.0,-108.333,6.125,5.690077
8.7,18.0,-10.0,0.15,-10.428969
8.7,18.0,-10.0,1.5,-11.748554
8.7,18.0,-11.6667,1.075,-11.686438
8.7,18.0,-110.0,3.0,-1.12674
8.7,18.0,-110.0,4.35,5.615342
8.7,18.0,-110.0,5.7,9.888422
8.7,18.0,-111.667,3.925,9.602876
8.7,18.0,-13.3333,0.65,-11.504408
8.7,18.0,-13.3333,2.0,-10.127252
8.7,18.0,-15.0,0.225,-11.178859
8.7,18.0,-15.0,1.575,-8.72975
8.7,18.0,-16.6667,1.15,-6.296071
8.7,18.0,-18.3333,0.725,-1.899296
8.7,18.0,-20.0,0.3,6.495931
8.7,18.0,-48.3333,5.225,3.59187
8.7,18.0,-50.0,4.8,-3.005524
8.7,18.0,-50.0,6.15,-9.168458
8.7,18.0,-51.6667,4.375,-6.622767
8.7,18.0,-51.6667,5.725,-9.772159
8.7,18.0,-53.3333,2.6,1.790488
8.7,18.0,-53.3333,3.95,-8.612631
8.7,18.0,-53.3333,5.3,-10.123096
8.7,18.0,-55.0,2.175,-3.878206
8.7,18.0,-55.0,3.525,-9.713862
8.7,18.0,-55.0,4.875,-10.31289
8.7,18.0,-55.0,6.225,-9.193035
8.7,18.0,-56.6667,1.75,-7.026198
8.7,18.0,-56.6667,3.1,-10.323517
8.7,18.0,-56.6667,4.45,-10.382116
8.7,18.0,-56.6667,5.8,-8.767904
8.7,18.0,-58.3333,1.325,-8.769944
8.7,18.0,-58.3333,2.675,-10.65033
8.7,18.0,-58.3333,4.025,-10.336137
8.7,18.0,-58.3333,5.375,-7.961931
8.7,18.0,-6.66667,1.0,-7.198236
8.7,18.0,-60.0,0.9,-9.726773
8.7,18.0,-60.0,2.25,-10.802695
8.7,18.0,-60.0,3.6,-10.149311
8.7,18.0,-60.0,4.95,-6.506609
8.7,18.0,-61.6667,1.825,-10.83098
8.7,18.0,-61.6667,3.175,-9.757528
8.7,18.0,-61.6667,4.525,-3.89444
8.7,18.0,-63.3333,1.4,-10.747948
8.7,18.0,-63.3333,2.75,-9.044858
8.7,18.0,-63.3333,4.1,0.887982
8.7,18.0,-65.0,0.975,-10.536014
8.7,18.0,-65.0,2.325,-7.804518
8.7,18.0,-66.6667,1.9,-5.658228
8.7,18.0,-68.3333,1.475,-1.880003
8.7,18.0,-70.0,1.05,5.018433
8.7,18.0,-8.33333,0.575,-9.303767
8.7,18.0,-98.3333,5.975,2.774943
8.7,20.0,-100.0,5.55,-2.260345
8.7,20.0,-100.0,6.9,-5.088907
8.7,20.0,-101.667,5.125,-4.204511
8.7,20.0,-101.667,6.475,-4.895023
8.7,20.0,-103.333,3.35,6.10494
8.7,20.0,-103.333,4.7,-5.053678
8.7,20.0,-103.333,6.05,-4.049814
8.7,20.0,-105.0,2.925,0.682306
8.7,20.0,-105.0,4.275,-5.058982
8.7,20.0,-105.0,5.625,-2.584803
8.7,20.0,-105.0,6.975,-1.010552
8.7,20.0,-106.667,2.5,-2.380752
8.7,20.0,-106.667,3.85,-4.353579
8.7,20.0,-106.667,5.2,-0.48556
8.7,20.0,-106.667,6.55,1.33383
8.7,20.0,-108.333,3.425,-3.023057
8.7,20.0,-108.333,4.775,2.242908
8.7,20.0,-108.333,6.125,4.364282
8.7,20.0,-10.0,0.15,-9.593894
8.7,20.0,-10.0,1.5,-11.163833
8.7,20.0,-11.6667,1.075,-11.061224
8.7,20.0,-110.0,3.0,-1.13236
8.7,20.0,-110.0,4.35,5.506342
8.7,20.0,-110.0,5.7,8.443372
8.7,20.0,-111.667,3.925,9.185255
8.7,20.0,-13.3333,0.65,-10.821474
8.7,20.0,-13.3333,2.0,-8.940446
8.7,20.0,-15.0,0.225,-10.409581
8.7,20.0,-15.0,1.575,-6.885098
8.7,20.0,-16.6667,1.15,-3.081748
8.7,20.0,-18.3333,0.725,4.302338
8.7,20.0,-48.3333,5.225,8.449337
8.7,20.0,-50.0,4.8,0.109752
8.7,20.0,-50.0,6.15,-8.857173
8.7,20.0,-51.6667,4.375,-4.636309
8.7,20.0,-51.6667,5.725,-9.516783
8.7,20.0,-53.3333,2.6,5.663577
8.7,20.0,-53.3333,3.95,-7.313323
8.7,20.0,-53.3333,5.3,-9.907584
8.7,20.0,-55.0,2.175,-1.673735
8.7,20.0,-55.0,3.525,-8.815812
8.7,20.0,-55.0,4.875,-10.117976
8.7,20.0,-55.0,6.225,-9.015274
8.7,20.0,-56.6667,1.75,-5.716601
8.7,20.0,-56.6667,3.1,-9.653018
8.7,20.0,-56.6667,4.45,-10.189856
8.7,20.0,-56.6667,5.8,-8.439314
8.7,20.0,-58.3333,1.325,-7.923189
8.7,20.0,-58.3333,2.675,-10.107674
8.7,20.0,-58.3333,4.025,-10.131128
8.7,20.0,-58.3333,5.375,-7.378342
8.7,20.0,-6.66667,1.0,-6.314705
8.7,20.0,-60.0,0.9,-9.114045
8.7,20.0,-60.0,2.25,-10.332026
8.7,20.0,-60.0,3.6,-9.91879
8.7,20.0,-60.0,4.95,-5.491393
8.7,20.0,-61.6667,1.825,-10.399724
8.7,20.0,-61.6667,3.175,-9.493609
8.7,20.0,-61.6667,4.525,-2.134548
8.7,20.0,-63.3333,1.4,-10.335214
8.7,20.0,-63.3333,2.75,-8.741792
8.7,20.0,-63.3333,4.1,3.976306
8.7,20.0,-65.0,0.975,-10.12558
8.7,20.0,-65.0,2.325,-7.452595
8.7,20.0,-66.6667,1.9,-5.226094
8.7,20.0,-68.3333,1.475,-1.262946
8.7,20.0,-70.0,1.05,6.193429
8.7,20.0,-8.33333,0.575,-8.407572
8.7,20.0,-96.6667,6.4,7.422715
8.7,20.0,-98.3333,5.975,1.314375
8.7,22.0,-100.0,5.55,-2.402967
8.7,22.0,-100.0,6.9,-4.315499
8.7,22.0,-101.667,5.125,-4.089448
8.7,22.0,-101.667,6.475,-4.356515
8.7,22.0,-103.333,3.35,5.506518
8.7,22.0,-103.333,4.7,-4.777249
8.7,22.0,-103.333,6.05,-3.653458
8.7,22.0,-105.0,2.925,0.8488
8.7,22.0,-105.0,4.275,-4.735508
8.7,22.0,-105.0,5.625,-2.30798
8.7,22.0,-105.0,6.975,-1.891242
8.7,22.0,-106.667,2.5,-2.024653
8.7,22.0,-106.667,3.85,-4.10333
8.7,22.0,-106.667,5.2,-0.371773
8.7,22.0,-106.667,6.55,0.36922
8.7,22.0,-108.333,3.425,-2.915188
8.7,22.0,-108.333,4.775,2.12033
8.7,22.0,-108.333,6.125,3.762349
8.7,22.0,-10.0,0.15,-8.632556
8.7,22.0,-10.0,1.5,-10.558614
8.7,22.0,-11.6667,1.075,-10.371436
8.7,22.0,-110.0,3.0,-1.244252
8.7,22.0,-110.0,4.35,5.204657
8.7,22.0,-110.0,5.7,9.351374
8.7,22.0,-111.667,3.925,8.959754
8.7,22.0,-13.3333,0.65,-10.003591
8.7,22.0,-13.3333,2.0,-6.220493
8.7,22.0,-15.0,0.225,-9.39443
8.7,22.0,-15.0,1.575,-1.951756
8.7,22.0,-16.6667,1.15,6.514855
8.7,22.0,-50.0,4.8,5.260711
8.7,22.0,-50.0,6.15,-8.202561
8.7,22.0,-51.6667,4.375,-1.213282
8.7,22.0,-51.6667,5.725,-8.914417
8.7,22.0,-53.3333,3.95,-5.044194
8.7,22.0,-53.3333,5.3,-9.342511
8.7,22.0,-55.0,2.175,2.487078
8.7,22.0,-55.0,3.525,-7.283052
8.7,22.0,-55.0,4.875,-9.568415
8.7,22.0,-55.0,6.225,-8.28386
8.7,22.0,-56.6667,1.75,-3.183577
8.7,22.0,-56.6667,3.1,-8.574113
8.7,22.0,-56.6667,4.45,-9.632852
8.7,22.0,-56.6667,5.8,-7.311918
8.7,22.0,-58.3333,1.325,-6.348227
8.7,22.0,-58.3333,2.675,-9.299954
8.7,22.0,-58.3333,4.025,-9.544285
8.7,22.0,-58.3333,5.375,-5.623227
8.7,22.0,-6.66667,1.0,-5.315874
8.7,22.0,-60.0,0.9,-8.084624
8.7,22.0,-60.0,2.25,-9.679343
8.7,22.0,-60.0,3.6,-9.279256
8.7,22.0,-60.0,4.95,-2.726944
8.7,22.0,-61.6667,1.825,-9.826704
8.7,22.0,-61.6667,3.175,-8.772732
8.7,22.0,-61.6667,4.525,2.288169
8.7,22.0,-63.3333,1.4,-9.784426
8.7,22.0,-63.3333,2.75,-7.889959
8.7,22.0,-65.0,0.975,-9.531423
8.7,22.0,-65.0,2.325,-6.356754
8.7,22.0,-66.6667,1.9,-3.582383
8.7,22.0,-68.3333,1.475,1.828961
8.7,22.0,-8.33333,0.575,-7.376919
8.7,22.0,-96.6667,6.4,6.100811
8.7,22.0,-98.3333,5.975,0.744758
8.7,24.0,-100.0,5.55,-2.758843
8.7,24.0,-100.0,6.9,-3.587388
8.7,24.0,-101.667,5.125,-4.147235
8.7,24.0,-101.667,6.475,-4.002793
8.7,24.0,-103.333,3.35,4.724591
8.7,24.0,-103.333,4.7,-4.66209
8.7,24.0,-103.333,6.05,-3.554318
8.7,24.0,-105.0,2.925,0.852992
8.7,24.0,-105.0,4.275,-4.532262
8.7,24.0,-105.0,5.625,-2.394941
8.7,24.0,-105.0,6.975,-2.662219
8.7,24.0,-106.667,2.5,-1.850501
8.7,24.0,-106.667,3.85,-3.896891
8.7,24.0,-106.667,5.2,-0.576008
8.7,24.0,-106.667,6.55,-0.01531
8.7,24.0,-108.333,3.425,-2.846835
8.7,24.0,-108.333,4.775,1.941068
8.7,24.0,-108.333,6.125,4.991618
8.7,24.0,-10.0,0.15,-7.601463
8.7,24.0,-10.0,1.5,-9.867964
8.7,24.0,-11.6667,1.075,-9.525867
8.7,24.0,-110.0,3.0,-1.407567
8.7,24.0,-110.0,4.35,5.340648
8.7,24.0,-13.3333,0.65,-8.922912
8.7,24.0,-13.3333,2.0,0.196173
8.7,24.0,-15.0,0.225,-7.953701
8.7,24.0,-50.0,6.15,-7.338377
8.7,24.0,-51.6667,4.375,3.625815
8.7,24.0,-51.6667,5.725,-8.11852
8.7,24.0,-53.3333,3.95,-1.798498
8.7,24.0,-53.3333,5.3,-8.606414
8.7,24.0,-55.0,2.175,6.905656
8.7,24.0,-55.0,3.525,-5.108113
8.7,24.0,-55.0,4.875,-8.870539
8.7,24.0,-55.0,6.225,-6.71411
8.7,24.0,-56.6667,1.75,-0.37444
8.7,24.0,-56.6667,3.1,-7.090471
8.7,24.0,-56.6667,4.45,-8.948747
8.7,24.0,-56.6667,5.8,-4.989634
8.7,24.0,-58.3333,1.325,-4.562565
8.7,24.0,-58.3333,2.675,-8.246653
8.7,24.0,-58.3333,4.025,-8.848765
8.7,24.0,-58.3333,5.375,-2.137921
8.7,24.0,-6.66667,1.0,-4.314543
8.7,24.0,-60.0,0.9,-6.917156
8.7,24.0,-60.0,2.25,-8.879353
8.7,24.0,-60.0,3.6,-8.54719
8.7,24.0,-60.0,4.95,2.575535
8.7,24.0,-61.6667,1.825,-9.153712
8.7,24.0,-61.6667,3.175,-7.973231
8.7,24.0,-63.3333,1.4,-9.128089
8.7,24.0,-63.3333,2.75,-6.96289
8.7,24.0,-65.0,0.975,-8.748642
8.7,24.0,-65.0,2.325,-5.142519
8.7,24.0,-66.6667,1.9,-1.603745
8.7,24.0,-68.3333,1.475,6.059587
8.7,24.0,-8.33333,0.575,-6.293814
8.7,24.0,-96.6667,6.4,4.323185
8.7,24.0,-98.3333,5.975,-0.125621
8.7,26.0,-100.0,5.55,-3.403634
8.7,26.0,-100.0,6.9,-3.162733
8.7,26.0,-101.667,3.775,7.326892
8.7,26.0,-101.667,5.125,-4.498126
8.7,26.0,-101.667,6.475,-3.923569
8.7,26.0,-103.333,3.35,3.483154
8.7,26.0,-103.333,4.7,-4.865777
8.7,26.0,-103.333,6.05,-3.717921
8.7,26.0,-105.0,2.925,0.403832
8.7,26.0,-105.0,4.275,-4.691832
8.7,26.0,-105.0,5.625,-2.689796
8.7,26.0,-105.0,6.975,-3.140558
8.7,26.0,-106.667,2.5,-1.979663
8.7,26.0,-106.667,3.85,-4.091679
8.7,26.0,-106.667,5.2,-0.802817
8.7,26.0,-106.667,6.55,0.270101
8.7,26.0,-108.333,3.425,-3.136568
8.7,26.0,-108.333,4.775,2.223288
8.7,26.0,-108.333,6.125,8.031768
8.7,26.0,-10.0,0.15,-6.456166
8.7,26.0,-10.0,1.5,-9.000456
8.7,26.0,-11.6667,1.075,-8.372698
8.7,26.0,-110.0,3.0,-1.869661
8.7,26.0,-110.0,4.35,7.136384
8.7,26.0,-13.3333,0.65,-7.327736
8.7,26.0,-15.0,0.225,-5.672359
8.7,26.0,-50.0,6.15,-6.32019
8.7,26.0,-51.6667,5.725,-7.153699
8.7,26.0,-53.3333,3.95,2.534155
8.7,26.0,-53.3333,5.3,-7.705127
8.7,26.0,-55.0,0.825,7.010995
8.7,26.0,-55.0,2.175,9.770239
8.7,26.0,-55.0,3.525,-2.212857
8.7,26.0,-55.0,4.875,-8.019052
8.7,26.0,-55.0,6.225,-3.876845
8.7,26.0,-56.6667,1.75,1.590685
8.7,26.0,-56.6667,3.1,-5.155211
8.7,26.0,-56.6667,4.45,-8.123541
8.7,26.0,-56.6667,5.8,-0.707524
8.7,26.0,-58.3333,1.325,-3.233032
8.7,26.0,-58.3333,2.675,-6.928208
8.7,26.0,-58.3333,4.025,-8.031092
8.7,26.0,-58.3333,5.375,4.389314
8.7,26.0,-6.66667,1.0,-3.28195
8.7,26.0,-60.0,0.9,-5.997589
8.7,26.0,-60.0,2.25,-7.939075
8.7,26.0,-60.0,3.6,-7.726689
8.7,26.0,-61.6667,1.825,-8.414616
8.7,26.0,-61.6667,3.175,-7.150153
8.7,26.0,-63.3333,1.4,-8.425417
8.7,26.0,-63.3333,2.75,-6.149519
8.7,26.0,-65.0,0.975,-7.84482
8.7,26.0,-65.0,2.325,-4.357582
8.7,26.0,-66.6667,1.9,-0.842308
8.7,26.0,-68.3333,1.475,6.887778
8.7,26.0,-8.33333,0.575,-5.127018
8.7,26.0,-95.0,6.825,7.906515
8.7,26.0,-96.6667,6.4,2.269187
8.7,26.0,-98.3333,5.975,-1.292701
8.7,28.0,-100.0,4.2,7.60094
8.7,28.0,-100.0,5.55,-4.408168
8.7,28.0,-100.0,6.9,-3.209154
8.7,28.0,-101.667,3.775,4.760513
8.7,28.0,-101.667,5.125,-5.308321
8.7,28.0,-101.667,6.475,-4.156976
8.7,28.0,-103.333,3.35,2.203455
8.7,28.0,-103.333,4.7,-5.578875
8.7,28.0,-103.333,6.05,-4.090047
8.7,28.0,-105.0,2.925,-0.06139
8.7,28.0,-105.0,4.275,-5.365543
8.7,28.0,-105.0,5.625,-3.062199
8.7,28.0,-105.0,6.975,-3.746515
8.7,28.0,-106.667,2.5,-2.011388
8.7,28.0,-106.667,3.85,-4.74943
8.7,28.0,-106.667,5.2,-0.790465
8.7,28.0,-106.667,6.55,-0.086946
8.7,28.0,-108.333,3.425,-3.757072
8.7,28.0,-108.333,4.775,3.601061
8.7,28.0,-108.333,6.125,9.04919
8.7,28.0,-10.0,0.15,-5.089529
8.7,28.0,-10.0,1.5,-7.753433
8.7,28.0,-11.6667,1.075,-6.539607
8.7,28.0,-110.0,3.0,-2.366169
8.7,28.0,-13.3333,0.65,-4.567319
8.7,28.0,-15.0,0.225,-1.459167
