6.000000, -100.000000, 0.000011
6.000000, -98.994975, 0.000012
6.000000, -97.989950, 0.000014
6.000000, -96.984925, 0.000016
6.000000, -95.979899, 0.000018
6.000000, -94.974874, 0.000020
6.000000, -93.969849, 0.000023
6.000000, -92.964824, 0.000026
6.000000, -91.959799, 0.000029
6.000000, -90.954774, 0.000032
6.000000, -89.949749, 0.000036
6.000000, -88.944724, 0.000040
6.000000, -87.939698, 0.000044
6.000000, -86.934673, 0.000048
6.000000, -85.929648, 0.000053
6.000000, -84.924623, 0.000059
6.000000, -83.919598, 0.000065
6.000000, -82.914573, 0.000071
6.000000, -81.909548, 0.000078
6.000000, -80.904523, 0.000086
6.000000, -79.899497, 0.000094
6.000000, -78.894472, 0.000103
6.000000, -77.889447, 0.000113
6.000000, -76.884422, 0.000123
6.000000, -75.879397, 0.000135
6.000000, -74.874372, 0.000148
6.000000, -73.869347, 0.000161
6.000000, -72.864322, 0.000176
6.000000, -71.859296, 0.000192
6.000000, -70.854271, 0.000209
6.000000, -69.849246, 0.000228
6.000000, -68.844221, 0.000247
6.000000, -67.839196, 0.000268
6.000000, -66.834171, 0.000290
6.000000, -65.829146, 0.000313
6.000000, -64.824121, 0.000337
6.000000, -63.819095, 0.000362
6.000000, -62.814070, 0.000388
6.000000, -61.809045, 0.000415
6.000000, -60.804020, 0.000441
6.000000, -59.798995, 0.000468
6.000000, -58.793970, 0.000495
6.000000, -57.788945, 0.000522
6.000000, -56.783920, 0.000548
6.000000, -55.778894, 0.000573
6.000000, -54.773869, 0.000598
6.000000, -53.768844, 0.000620
6.000000, -52.763819, 0.000641
6.000000, -51.758794, 0.000660
6.000000, -50.753769, 0.000677
6.000000, -49.748744, 0.000692
6.000000, -48.743719, 0.000703
6.000000, -47.738693, 0.000712
6.000000, -46.733668, 0.000718
6.000000, -45.728643, 0.000721
6.000000, -44.723618, 0.000721
6.000000, -43.718593, 0.000717
6.000000, -42.713568, 0.000711
6.000000, -41.708543, 0.000702
6.000000, -40.703518, 0.000689
6.000000, -39.698492, 0.000674
6.000000, -38.693467, 0.000657
6.000000, -37.688442, 0.000637
6.000000, -36.683417, 0.000615
6.000000, -35.678392, 0.000592
6.000000, -34.673367, 0.000566
6.000000, -33.668342, 0.000540
6.000000, -32.663317, 0.000512
6.000000, -31.658291, 0.000484
6.000000, -30.653266, 0.000456
6.000000, -29.648241, 0.000427
6.000000, -28.643216, 0.000398
6.000000, -27.638191, 0.000370
6.000000, -26.633166, 0.000343
6.000000, -25.628141, 0.000316
6.000000, -24.623116, 0.000290
6.000000, -23.618090, 0.000265
6.000000, -22.613065, 0.000241
6.000000, -21.608040, 0.000219
6.000000, -20.603015, 0.000198
6.000000, -19.597990, 0.000178
6.000000, -18.592965, 0.000160
6.000000, -17.587940, 0.000143
6.000000, -16.582915, 0.000127
6.000000, -15.577889, 0.000113
6.000000, -14.572864, 0.000100
6.000000, -13.567839, 0.000088
6.000000, -12.562814, 0.000078
6.000000, -11.557789, 0.000068
6.000000, -10.552764, 0.000060
6.000000, -9.547739, 0.000052
6.000000, -8.542714, 0.000045
6.000000, -7.537688, 0.000040
6.000000, -6.532663, 0.000034
6.000000, -5.527638, 0.000030
6.000000, -4.522613, 0.000026
6.000000, -3.517588, 0.000023
6.000000, -2.512563, 0.000020
6.000000, -1.507538, 0.000017
6.000000, -0.502513, 0.000015
6.000000, 0.502513, 0.000013
6.000000, 1.507538, 0.000011
6.000000, 2.512563, 0.000010
6.000000, 3.517588, 0.000009
6.000000, 4.522613, 0.000008
6.000000, 5.527638, 0.000007
