"","Distance","Angle","Z1","Z2","Rot1","Rot2"
"416",10.3892,20.9936,0.66833,5.75302,53.8629,25.342
"417",9.01989,-44.9899,4.71396,3.76919,81.6574,24.0146
"418",7.08422,-38.6557,2.79645,1.82059,28.751,60.4136
"419",6.65403,-42.9613,5.97794,4.25725,27.0778,67.2633
"420",8.94846,-31.1256,2.11968,2.12052,14.2795,14.269
"421",8.13754,-34.511,0.859587,0.027459,39.5349,64.2065
"422",9.73776,30.3137,0.327881,0.0977015,4.15394,12.8754
"423",9.56182,-53.5199,0.0857047,2.08064,49.8546,48.6131
"424",9.02984,35.3124,0.0614374,3.05084,35.4675,19.3904
"425",9.47486,40.6657,3.35923,0.704303,20.3567,92.098
"426",10.777,88.0112,2.44955,0.734473,79.7287,24.7313
"427",8.76707,-42.0538,0.912635,5.79469,94.656,25.4728
"428",10.2011,-24.8766,4.15492,1.5861,25.1326,34.3568
"429",9.40772,-44.6352,3.688,1.19863,93.9044,10.9104
"430",8.57141,-45.369,2.01258,0.353172,15.9525,4.39065
"431",9.03284,-25.0005,0.367967,0.928811,52.178,6.97901
"432",9.56897,-34.5754,5.40575,1.49343,35.3716,13.5529
"433",8.223,-50.1227,4.20145,5.70341,85.9927,14.351
"434",8.89167,-60.1125,3.13573,2.06019,26.1348,96.0265
"435",9.22532,-33.8249,3.06116,3.26093,32.6936,28.7078
"436",6.576,-32.7348,3.31764,3.02369,41.4673,52.9012
"437",10.389,-30.3985,0.899675,2.66174,74.2549,98.4237
"438",7.64449,-53.318,4.44228,0.987855,7.25604,10.4454
"439",8.59545,32.0597,1.09291,5.18744,36.6744,5.51368
"440",10.351,24.4417,5.99997,1.36327,50.8452,71.8162
"441",11.3255,-38.5384,1.57251,3.28679,88.3821,21.0194
"442",9.90984,-40.8942,1.20821,2.28223,52.3356,4.01126
"443",9.97216,-40.6626,2.53334,1.49664,3.18787,49.6435
"444",7.62339,-52.5499,4.37034,1.12927,8.12332,7.82486
"445",10.3451,24.3416,0.170627,1.53458,49.6469,70.384
"446",6.49599,-52.6245,2.39092,2.49119,45.7826,32.5682
"447",9.43991,-12.9864,3.96255,5.56136,32.3533,14.6691
"448",10.6765,27.1094,0.351687,3.24257,83.2827,19.7553
"449",7.12875,-44.7848,5.95735,2.67864,91.1829,17.0127
"450",6.86873,63.6276,4.97126,0.290466,37.7088,44.5222
"451",9.25755,-42.6827,5.39346,0.851711,58.8792,40.575
"452",10.2747,-40.6304,2.22874,5.78278,5.93807,7.67258
"453",9.66746,19.5018,5.80158,3.6904,92.839,71.6345
"454",9.75171,24.3497,5.86199,4.41532,35.6845,18.9711
"455",8.27629,23.9088,3.48398,5.87877,94.9031,61.2741
"456",10.3848,9.84641,2.90897,2.28848,78.986,97.7155
"457",9.64701,21.9458,3.18083,0.950396,56.0406,63.7894
"458",10.3211,-34.4615,2.74026,2.16171,18.2681,49.4113
"459",9.07348,-46.4028,2.12813,2.25463,55.0408,42.9084
"460",8.6645,-50.2563,0.581964,5.92753,94.3055,36.0766
"461",6.37761,-46.0133,2.68183,2.51699,44.8873,49.7337
"462",10.3161,55.2672,1.64274,1.92707,22.3747,69.8843
"463",9.30926,60.6625,4.11394,3.27805,75.509,57.938
"464",8.20598,-51.4298,3.26704,5.95031,2.81736,7.58158
"465",9.25517,51.7099,0.59963,4.66172,67.7917,53.4044
"466",7.78187,-54.527,1.87222,4.4297,94.673,6.2005
"467",11.4093,41.2128,0.671939,3.02766,15.5998,31.4423
"468",8.37936,-28.2244,3.59726,3.57341,74.2045,20.9184
"469",8.83351,-85.7388,5.04476,3.92765,50.2904,96.5985
"470",8.22457,-33.3211,4.89227,4.65205,33.0552,74.2992
"471",7.79229,-41.8037,1.60434,4.07805,95.8368,9.83446
"472",9.64024,-35.6987,2.42954,3.05422,57.2186,97.8427
"473",10.9732,35.8651,0.241982,4.49395,2.75578,61.1209
"474",7.12654,-31.8601,2.74002,3.79771,79.1944,32.7624
"475",11.6246,-64.4626,1.45573,5.76979,52.7118,46.7728
"476",8.13215,-51.8437,4.84392,0.849161,85.2468,14.6189
"477",10.3418,-44.8602,1.17324,2.80892,94.3356,22.6293
"478",10.1763,25.9211,1.44122,4.03838,61.3354,16.5017
"479",9.3292,27.7855,1.45149,1.16791,58.5134,56.3007
"480",9.67691,-50.8416,1.10766,1.65238,93.7356,38.2061
"481",10.0363,56.6162,5.12507,2.66524,85.3699,20.0187
"482",10.1263,13.1437,3.5092,1.08929,45.1814,46.9163
"483",10.1928,32.1831,0.19391,1.94134,94.4435,9.04988
"484",10.3674,54.9088,1.7759,1.10179,29.0533,77.244
"485",10.3672,54.9146,1.77732,1.10324,29.0389,77.2268
"486",9.53918,-45.6898,3.40607,3.72338,35.4319,73.9932
"487",10.4217,-43.9904,1.8639,0.111507,79.3142,69.3383
"488",10.3508,29.5546,4.34134,4.78298,51.4564,84.9489
"489",10.844,49.8833,1.66815,2.51727,34.7709,46.8165
"490",10.1846,20.8688,2.26522,4.81946,81.6849,96.8163
"491",8.4119,17.249,0.30556,0.116445,73.7454,56.3791
"492",8.75713,38.2358,4.71345,3.51423,92.9801,65.6107
"493",7.93921,29.6994,4.65744,1.67777,4.46234,1.6882
"494",9.27844,25.2893,4.27873,1.01013,72.0217,66.4524
"495",9.49671,23.2098,1.11485,0.0727324,17.5925,13.0118
"496",9.98618,25.1425,5.77506,4.46457,78.8931,68.559
"497",8.13589,-37.5316,2.51966,1.55751,59.5482,45.9737
"498",7.86196,22.369,0.400793,2.20152,14.785,99.5123
"499",9.82874,26.5119,1.96728,0.45981,90.9206,31.4752
"500",8.08324,-22.6118,4.08868,1.72554,98.1907,37.7995
"501",10.5502,-10.4478,1.68971,2.03004,37.5987,35.5741
"502",9.06559,48.7619,3.01498,5.26807,65.4327,89.2035
"503",8.2373,-45.9105,5.60209,2.44777,11.0496,6.39957
"504",9.45358,-48.4285,3.78149,5.37899,69.9621,21.5503
"505",9.07283,30.1402,3.99251,4.8157,80.5539,78.6802
"506",9.6596,-44.5973,2.92838,0.440571,57.2478,53.3999
"507",10.2779,-38.8679,5.44736,0.100374,16.9124,79.8261
"508",8.42715,31.7468,0.642059,1.68522,63.7304,55.3622
"509",9.24088,-52.6789,0.717421,3.66364,2.27258,99.09
"510",7.35412,-62.6783,2.31325,4.14891,1.58257,16.8101
"511",6.52073,-36.6017,2.0253,2.18808,51.7953,43.8308
"512",6.96527,-37.7075,5.94164,4.69091,31.4849,64.7398
"513",6.96602,-38.9391,0.256022,5.13839,31.8524,65.5039
"514",8.07736,-62.8986,3.23557,3.159,85.0258,32.7694
"515",8.18938,-65.8279,4.06382,3.78043,84.0146,32.3409
"516",7.73058,-65.0768,4.19625,3.78656,76.7416,31.1855
"517",9.74752,-79.524,3.86971,3.79259,82.7314,36.5392
"518",8.99004,23.0451,5.35479,3.00844,18.2883,92.3422
"519",8.18545,-59.201,4.71142,1.37227,0.720668,16.7904
"520",9.92606,-73.987,3.80469,2.10537,15.6891,95.8431
"521",9.59608,-69.546,3.98679,0.041011,95.1034,83.2486
"522",10.0743,31.2895,4.59031,0.600581,24.702,7.23495
"523",9.59611,-69.5391,3.98666,0.0406711,95.1068,83.2462
"524",8.15882,-57.333,1.25611,0.820232,26.9714,70.7541
"525",8.40845,-53.3071,1.71089,2.92288,91.2912,20.1184
"526",11.401,85.6319,3.7372,2.10117,1.64427,46.3622
"527",11.4005,85.6351,3.73792,2.10116,1.63501,46.36
"528",9.04329,38.1154,3.69056,5.26318,98.7633,43.3754
"529",8.82248,-54.0002,5.35377,5.85484,31.7048,58.0072
"530",9.22799,38.1881,5.94187,4.26403,35.8659,92.8157
"531",8.82491,-53.9065,5.38494,5.89911,31.7235,57.8155
"532",9.06604,50.5077,3.0103,1.59031,94.1367,90.6086
"533",7.53125,-56.6711,3.76613,0.742042,9.82093,14.4597
"534",9.6073,-59.345,2.42641,2.88176,98.3984,27.5275
"535",8.74291,21.0745,4.53914,0.417008,24.1219,11.0893
"536",6.5175,-46.0266,3.35369,3.0539,49.7807,57.619
"537",6.6099,-40.9078,0.386515,5.86574,44.7183,60.4455
"538",8.51428,-67.0414,0.0480346,3.24444,38.834,50.5786
"539",6.49353,-45.1086,3.44291,3.30417,50.7614,55.8097
"540",6.55317,-45.1134,3.51175,3.4283,51.0476,56.0563
"541",8.73181,69.0142,0.360234,0.197422,38.3176,45.9341
"542",9.21919,-41.4228,5.89818,0.403689,36.924,78.5439
"543",8.36395,20.5987,5.17194,1.0638,20.9829,5.12889
"544",11.9721,-58.8377,0.857973,5.35327,31.2397,37.8155
"545",10.7155,63.8571,4.12298,4.70091,61.4784,30.165
"546",8.89474,24.3758,5.19546,4.08518,26.9355,25.844
"547",11.1795,45.0019,2.33199,1.75145,69.88,56.8304
"548",7.22816,-69.0732,3.2819,3.33371,62.7824,95.0612
"549",10.8617,37.3492,4.27221,3.09853,12.6295,13.6493
"550",10.6455,-43.9413,3.43215,3.45139,36.9866,34.7417
"551",7.12922,-70.3608,3.12961,3.19611,63.7271,95.3992
"552",8.49815,20.3012,2.38253,4.47955,45.7315,41.1489
"553",10.1804,-26.5287,2.46766,1.17987,2.01006,37.6993
"554",10.064,31.861,1.64714,3.92098,28.9552,46.4176
"555",11.4633,41.2081,5.60082,3.98913,75.8797,7.29439
"556",10.3606,59.3916,3.67484,3.02521,3.33789,60.7613
"557",9.29519,-54.6891,4.10705,2.54731,35.8085,58.4605
"558",10.3601,59.3907,3.67468,3.02533,3.34257,60.7574
"559",9.25067,-54.8097,3.8903,2.30201,36.723,60.1386
"560",12.2602,27.1394,5.61632,2.02145,58.2027,73.6474
"561",8.97112,14.4704,2.71255,5.47681,38.7879,28.4116
"562",9.18916,-68.9598,1.26366,1.2428,11.4086,24.2496
"563",10.0065,-24.3752,3.30013,1.17337,32.4065,32.6919
"564",9.62926,-50.814,3.41645,2.20148,63.8274,35.906
"565",9.26339,30.73,1.38977,5.25031,47.2927,45.6202
"566",10.8427,-19.3464,1.24838,3.18261,97.4938,19.9722
"567",8.09525,-44.2487,0.430788,1.14953,84.8715,10.0811
"568",8.37722,-42.4598,0.381546,0.993565,80.5764,19.3487
"569",10.3456,55.8053,5.24151,2.8108,37.5275,84.7165
"570",11.3986,-17.2047,3.41658,0.0601491,72.2344,42.5301
"571",8.93022,24.5166,4.78985,5.57097,28.8897,26.5941
"572",9.47155,-46.5536,1.14226,4.67354,17.038,3.96893
"573",8.82103,-15.5913,2.27863,1.78411,42.3354,48.9377
"574",9.90181,24.5438,0.704605,5.67664,14.3613,24.3882
"575",8.56904,-41.9687,0.275306,3.34677,48.9604,25.7704
"576",8.45703,-32.9453,4.52531,3.8439,20.1945,68.3586
"577",8.40212,-42.1974,0.15545,2.44708,98.7201,12.4926
"578",8.46641,-43.0596,5.28065,1.56276,86.3646,8.88042
"579",8.10677,-48.5121,1.15348,1.31725,83.0091,23.3633
"580",8.19336,-33.045,4.8001,0.756522,64.3124,20.8282
"581",8.8612,-53.7951,2.59712,5.68022,11.556,86.2753
"582",10.2915,31.0028,2.60682,3.17453,65.5834,98.0233
"583",10.8221,48.7034,1.5769,2.39242,35.3545,47.5269
"584",9.78373,-20.2778,2.015,1.92293,58.8255,39.7046
"585",7.66526,-27.9351,1.21142,0.214868,15.6894,51.9137
"586",11.7953,-37.5044,3.82315,2.59434,35.6874,4.0602
"587",9.21464,24.5399,5.03647,1.66396,78.8401,67.5329
"588",7.45131,-46.6696,1.1387,0.821553,29.3981,59.1327
"589",8.56552,-50.8976,4.25642,2.42509,36.6996,69.1335
"590",7.38898,-28.0821,3.04023,0.840336,22.1323,90.5006
"591",9.25293,43.0179,3.98569,3.28571,84.4159,88.8483
"592",6.99256,-38.5058,5.64728,4.47068,34.4773,69.4509
"593",8.27028,-68.3812,5.5665,0.614437,20.4811,54.955
"594",6.35451,-37.7135,1.8132,2.13762,53.9388,53.0142
