,xShift,crossingAngle,negCross,axialRotation,negRot,zShift,density,interface
41,7.5,40.4182,true,79.9225,true,0.2104,0.99,000110011001100110000
42,6.8447,43.5055,true,62.3992,true,5.1293,0.96,000110011001100110000
43,7.5,44.1316,true,36.9695,true,1.005,1.0,000110011001100110000
44,6.7254,45.0,true,62.1677,true,5.0832,0.95,000110011001100110000
45,7.0381,45.0,true,58.6502,true,1.3412,1.0,000110011001100110000
46,7.5,35.3531,true,15.6464,true,4.2081,1.0,000110011001100110000
47,7.2564,44.1905,true,53.8504,true,2.8734,1.0,000110011001100110000
48,7.3674,35.7369,true,35.2103,true,3.834,1.0,000110011001100110000
49,6.7501,40.0472,true,35.6358,true,3.9226,1.0,000110011001100110000
50,6.9112,44.4553,true,43.0906,true,2.7728,0.97,000110011001100110000
51,7.3113,37.9905,true,34.0409,true,3.9652,1.0,000110011001100110000
52,7.4082,40.6996,true,7.0642,true,0.0103,0.9,000110011001100110000
53,7.4392,45.0,true,66.6212,true,5.6616,0.96,000110011001100110000
54,7.1537,44.2273,true,70.1069,true,1.1977,0.98,000110011001100110000
55,7.5,35.0,true,75.9692,true,0.9541,0.98,000110011001100110000
56,6.598,39.327,true,61.7383,true,2.6481,1.0,000110011001100110000
57,7.2216,38.5098,true,64.4058,true,2.3376,1.0,000110011001100110000
58,7.36,42.3568,true,52.302,true,4.4988,1.0,000110011001100110000
59,7.3976,41.4485,true,74.6128,true,3.6531,0.97,000110011001100110000
60,6.5,37.7698,true,52.4967,true,2.8993,0.88,000110011001100110000
61,7.0717,43.0036,true,62.4202,true,3.0854,1.0,000110011001100110000
62,7.0662,39.2048,true,67.7759,true,1.6308,0.95,000110011001100110000
63,7.1024,45.0,true,56.0646,true,1.466,1.0,000110011001100110000
64,6.5,45.0,true,49.0504,true,4.5194,0.96,000110011001100110000
65,6.5192,41.8413,true,47.2145,true,4.5949,0.88,000110011001100110000
66,7.3956,44.743,true,40.0843,true,2.8506,1.0,000110011001100110000
67,7.5,42.0595,true,47.6364,true,0.7221,1.0,000110011001100110000
68,6.7404,40.3508,true,44.1748,true,1.5796,0.97,000110011001100110000
69,7.5,35.8876,true,19.7288,true,5.5906,0.97,000110011001100110000
70,6.5,39.8156,true,65.6369,true,6.0,0.83,000110011001100110000
71,7.2686,41.1331,true,72.9573,true,2.1656,1.0,000110011001100110000
72,7.3405,41.5286,true,53.374,true,1.1277,1.0,000110011001100110000
73,6.5,41.4283,true,37.1635,true,2.6862,1.0,000110011001100110000
74,6.5,40.0374,true,53.1502,true,3.3868,0.97,000110011001100110000
75,7.4342,40.2663,true,65.324,true,0.7475,1.0,000110011001100110000
76,6.8274,45.0,true,58.8269,true,5.8327,0.97,000110011001100110000
77,7.5,39.2057,true,9.0486,true,4.8768,1.0,000110011001100110000
78,6.5,37.3942,true,38.69,true,2.8794,0.88,000110011001100110000
79,7.5,35.0,true,3.8674,true,4.7555,0.86,000110011001100110000
80,7.4938,35.0,true,36.7748,true,3.3426,1.0,000110011001100110000
81,7.5,42.2607,true,52.8662,true,5.8403,0.94,000110011001100110000
82,6.7718,37.8612,true,59.2931,true,5.7951,0.98,000110011001100110000
83,7.5,41.226,true,43.3145,true,0.0,0.82,000110011001100110000
84,7.5,35.0,true,4.8516,true,0.7787,0.86,000110011001100110000
85,6.5,45.0,true,56.0584,true,1.8644,0.84,000110011001100110000
86,7.2744,43.5757,true,41.1553,true,5.0456,0.99,000110011001100110000
87,7.2101,41.5512,true,50.9862,true,2.2566,0.99,000110011001100110000
88,7.0451,36.6116,true,57.9274,true,4.609,1.0,000110011001100110000
89,7.3123,41.7452,true,64.493,true,1.6505,1.0,000110011001100110000
90,7.1015,35.0,true,35.3096,true,0.6003,0.83,000110011001100110000
91,6.6556,45.0,true,52.5305,true,0.9634,0.88,000110011001100110000
92,7.3604,43.7315,true,9.2369,true,0.4462,0.89,000110011001100110000
93,6.5,40.0228,true,40.4523,true,3.3921,0.92,000110011001100110000
94,7.0711,45.0,true,41.5297,true,3.6914,0.94,000110011001100110000
95,7.4822,41.9741,true,72.361,true,0.9098,0.99,000110011001100110000
96,6.8283,40.653,true,49.4438,true,4.8328,0.93,000110011001100110000
97,6.6845,37.0153,true,59.3313,true,2.8246,0.97,000110011001100110000
98,6.6504,44.9796,true,44.4509,true,5.6764,0.88,000110011001100110000
99,7.2374,39.651,true,43.9021,true,2.0345,1.0,000110011001100110000
100,7.3493,39.1406,true,50.0151,true,4.3792,1.0,000110011001100110000
101,6.9439,41.385,true,34.9704,true,2.3882,0.95,000110011001100110000
102,6.8258,41.3826,true,53.2901,true,2.443,1.0,000110011001100110000
103,7.3573,36.0411,true,49.7114,true,1.8132,1.0,000110011001100110000
104,7.2742,44.4745,true,3.1912,true,3.7077,0.96,000110011001100110000
105,6.6205,43.7246,true,38.4668,true,5.0761,0.89,000110011001100110000
106,7.2893,36.0717,true,6.9378,true,3.6929,0.91,000110011001100110000
107,7.3847,35.0,true,22.0685,true,2.353,1.0,000110011001100110000
108,7.1238,44.4864,true,62.9924,true,3.6518,0.96,000110011001100110000
109,7.4265,35.9597,true,1.278,true,1.471,0.92,000110011001100110000
110,6.8718,35.0,true,38.9294,true,1.5193,0.91,000110011001100110000
111,6.5,42.98,true,67.3902,true,1.2405,0.86,000110011001100110000
112,7.5,40.8386,true,18.777,true,5.1352,0.99,000110011001100110000
113,7.3434,43.4835,true,73.3875,true,2.0518,1.0,000110011001100110000
114,7.5,36.445,true,51.3559,true,2.4997,1.0,000110011001100110000
115,7.4618,35.2828,true,42.4605,true,5.4482,1.0,000110011001100110000
116,7.3654,41.7503,true,72.64,true,5.8822,0.92,000110011001100110000
117,7.2357,42.4966,true,59.425,true,3.6135,1.0,000110011001100110000
118,7.0608,45.0,true,52.9032,true,5.9331,0.98,000110011001100110000
119,7.3971,35.638,true,73.2736,true,2.3213,1.0,000110011001100110000
120,7.3169,36.8005,true,72.0896,true,2.4044,0.91,000110011001100110000
121,7.0235,44.7146,true,74.5804,true,1.6199,0.83,000110011001100110000
122,7.5,41.0245,true,42.5852,true,6.0,0.94,000110011001100110000
123,7.2647,43.9162,true,57.477,true,0.426,0.99,000110011001100110000
124,7.5,43.4536,true,18.6515,true,1.202,1.0,000110011001100110000
125,7.0144,38.1402,true,53.6201,true,0.7032,0.9,000110011001100110000
126,7.3765,45.0,true,49.3619,true,4.6188,1.0,000110011001100110000
127,7.3385,40.0989,true,51.6169,true,1.3482,1.0,000110011001100110000
128,7.5,38.5985,true,56.9957,true,0.847,0.96,000110011001100110000
129,6.8225,36.8858,true,59.415,true,0.4679,0.93,000110011001100110000
130,7.4285,40.6251,true,74.9378,true,2.9388,0.99,000110011001100110000
131,7.4361,44.429,true,78.0187,true,1.1338,0.85,000110011001100110000
132,7.032,43.104,true,34.5299,true,1.8783,0.99,000110011001100110000
133,7.4195,44.798,true,62.009,true,1.0035,0.99,000110011001100110000
134,7.3369,39.7062,true,29.7405,true,4.2879,1.0,000110011001100110000
135,6.9985,40.1849,true,63.6992,true,4.0564,0.96,000110011001100110000
136,7.4059,42.9612,true,26.8129,true,5.0215,0.89,000110011001100110000
137,7.499,37.8009,true,19.8062,true,5.1665,1.0,000110011001100110000
138,7.4554,40.4541,true,52.9025,true,0.177,0.88,000110011001100110000
139,7.4016,44.5391,true,76.6797,true,3.2379,1.0,000110011001100110000
140,7.179,35.0,true,22.674,true,4.7128,0.85,000110011001100110000
141,7.2017,36.8575,true,41.7742,true,2.7748,1.0,000110011001100110000
142,7.159,45.0,true,30.3944,true,5.7115,0.84,000110011001100110000
143,7.5,43.3367,true,64.9068,true,3.3343,1.0,000110011001100110000
144,6.8625,40.7864,true,51.0713,true,2.5439,0.85,000110011001100110000
145,6.7327,37.6071,true,61.3486,true,4.9789,0.92,000110011001100110000
146,7.5,35.0,true,4.4575,true,2.5618,0.88,000110011001100110000
147,6.6668,39.3044,true,42.6017,true,4.0141,0.88,000110011001100110000
148,7.5,38.8838,true,82.3207,true,3.1686,0.97,000110011001100110000
149,7.1889,35.0124,true,32.1515,true,4.518,0.98,000110011001100110000
150,6.5681,42.1352,true,59.1166,true,2.1553,0.92,000110011001100110000
151,6.5912,45.0,true,38.0138,true,6.0,0.85,000110011001100110000
152,7.5,45.0,true,67.9824,true,1.6473,1.0,000110011001100110000
153,7.058,36.5749,true,36.1931,true,1.681,0.84,000110011001100110000
154,6.5,42.3504,true,64.3635,true,2.1159,0.94,000110011001100110000
155,7.195,44.5715,true,51.2082,true,5.3523,0.99,000110011001100110000
156,6.919,38.9212,true,60.8641,true,3.4561,0.99,000110011001100110000
157,7.4716,42.8013,true,61.9749,true,3.7626,1.0,000110011001100110000
158,6.9499,44.0788,true,28.6651,true,2.8759,0.94,000110011001100110000
159,6.7924,37.4207,true,69.8062,true,0.6548,0.92,000110011001100110000
160,7.1382,40.4424,true,57.4123,true,0.824,1.0,000110011001100110000
161,6.5567,38.4041,true,49.2574,true,3.8307,1.0,000110011001100110000
162,7.3477,35.0,true,52.0971,true,3.1132,1.0,000110011001100110000
163,7.0449,35.7725,true,62.3119,true,5.2875,0.97,000110011001100110000
164,6.6472,42.6334,true,45.7952,true,1.5944,0.93,000110011001100110000
165,7.3914,37.6709,true,71.2503,true,2.5109,1.0,000110011001100110000
166,7.4376,35.0,true,43.8327,true,3.6359,1.0,000110011001100110000
167,7.3426,39.9471,true,11.8219,true,2.3487,1.0,000110011001100110000
168,7.4029,35.0,true,7.7971,true,0.0,0.86,000110011001100110000
169,7.3101,41.8518,true,11.2453,true,4.0166,0.89,000110011001100110000
170,6.9176,35.0,true,57.4156,true,5.3021,0.87,000110011001100110000
171,7.5,45.0,true,73.2716,true,1.4862,0.99,000110011001100110000
172,6.6254,36.6796,true,65.659,true,4.8376,0.88,000110011001100110000
173,7.5,42.3997,true,3.8676,true,2.4376,0.96,000110011001100110000
174,7.4803,40.8912,true,41.0162,true,3.1365,1.0,000110011001100110000
175,7.3122,44.5848,true,56.2228,true,1.1272,1.0,000110011001100110000
176,7.0546,41.022,true,53.7573,true,0.0,0.93,000110011001100110000
177,7.109,38.3764,true,38.0019,true,2.9639,0.99,000110011001100110000
178,7.1867,43.4545,true,58.3075,true,4.1721,1.0,000110011001100110000
179,7.3798,36.3063,true,42.3463,true,3.5884,1.0,000110011001100110000
180,7.1134,41.8774,true,59.9171,true,2.0076,1.0,000110011001100110000
181,7.2016,42.7106,true,59.8593,true,0.7453,0.99,000110011001100110000
182,7.4174,42.9656,true,53.1592,true,1.7589,1.0,000110011001100110000
183,7.2369,38.7447,true,61.9514,true,4.281,1.0,000110011001100110000
184,7.4982,38.936,true,51.8234,true,0.3907,1.0,000110011001100110000
185,7.3232,45.0,true,27.8651,true,2.9079,0.95,000110011001100110000
186,7.3475,35.0936,true,17.4952,true,2.1806,1.0,000110011001100110000
187,7.5,44.8389,true,24.992,true,3.3061,1.0,000110011001100110000
188,6.7239,41.4793,true,50.0211,true,3.9468,0.88,000110011001100110000
189,6.8828,45.0,true,36.2157,true,0.8927,0.94,000110011001100110000
190,7.0838,41.6902,true,49.7778,true,2.2048,0.94,000110011001100110000
191,6.9533,38.2717,true,46.91,true,2.3609,0.99,000110011001100110000
192,7.5,44.4885,true,28.2512,true,2.2043,1.0,000110011001100110000
193,6.8464,36.442,true,50.0714,true,4.3947,0.84,000110011001100110000
194,7.5,43.8867,true,84.3435,true,0.0737,0.91,000110011001100110000
195,7.0583,44.9578,true,41.9327,true,5.5114,0.95,000110011001100110000
196,7.439,42.3144,true,75.6758,true,1.1636,0.98,000110011001100110000
197,7.2724,40.6534,true,63.9279,true,0.2022,0.99,000110011001100110000
198,6.9924,37.7724,true,72.2892,true,5.5213,0.82,000110011001100110000
199,6.5604,44.2147,true,46.2706,true,3.3251,0.93,000110011001100110000
200,7.5,45.0,true,72.5011,true,0.0,0.82,000110011001100110000
201,6.9401,44.9672,true,37.0496,true,3.9791,0.97,000110011001100110000
202,6.8853,35.2274,true,57.8965,true,3.8823,1.0,000110011001100110000
203,7.3605,35.0,true,23.5727,true,2.5351,1.0,000110011001100110000
204,7.2604,40.2042,true,65.954,true,4.296,1.0,000110011001100110000
205,7.3776,35.0,true,51.241,true,2.219,1.0,000110011001100110000
206,7.4431,44.3171,true,41.1847,true,4.9271,1.0,000110011001100110000
207,6.9767,43.669,true,50.0644,true,2.1675,1.0,000110011001100110000
208,7.3569,43.6868,true,7.3605,true,4.615,1.0,000110011001100110000
209,6.5707,39.4434,true,40.8158,true,2.4716,0.92,000110011001100110000
210,7.2497,36.3383,true,50.3425,true,1.0216,1.0,000110011001100110000
211,7.5,44.776,true,51.7985,true,4.9628,1.0,000110011001100110000
212,7.5,37.9422,true,19.6478,true,2.9763,1.0,000110011001100110000
213,7.2344,45.0,true,39.4623,true,3.2199,1.0,000110011001100110000
214,6.6234,40.0403,true,52.149,true,1.6603,1.0,000110011001100110000
215,7.4162,38.1561,true,29.0898,true,2.5128,1.0,000110011001100110000
216,7.3594,45.0,true,65.5809,true,5.4218,1.0,000110011001100110000
217,7.2949,37.481,true,40.7011,true,0.9794,1.0,000110011001100110000
218,7.34,35.8821,true,7.6768,true,3.1139,0.99,000110011001100110000
219,6.8613,35.7198,true,69.7956,true,0.9992,0.87,000110011001100110000
220,6.9445,43.4475,true,72.834,true,2.5996,1.0,000110011001100110000
221,6.6923,41.3149,true,42.6496,true,1.5636,1.0,000110011001100110000
222,7.5,35.0,true,24.6557,true,1.0222,1.0,000110011001100110000
223,7.4141,41.3608,true,8.8646,true,3.792,1.0,000110011001100110000
224,6.6757,35.0,true,36.9966,true,4.6562,0.81,000110011001100110000
225,7.2832,39.1933,true,34.7768,true,2.4079,0.99,000110011001100110000
226,7.5,40.1536,true,59.5718,true,4.6748,1.0,000110011001100110000
227,7.4963,41.9053,true,57.5132,true,2.5017,1.0,000110011001100110000
228,7.0146,35.0,true,55.0744,true,5.4788,0.96,000110011001100110000
229,7.1555,36.8866,true,49.0702,true,5.8716,0.99,000110011001100110000
230,7.1392,38.5416,true,53.1624,true,4.1947,1.0,000110011001100110000
231,7.4858,41.307,true,34.731,true,1.9335,0.96,000110011001100110000
232,7.2701,35.3133,true,60.31,true,1.3512,1.0,000110011001100110000
233,7.5,36.692,true,58.6279,true,4.1939,1.0,000110011001100110000
234,7.5,37.657,true,69.3185,true,4.2146,1.0,000110011001100110000
235,7.3161,43.3136,true,29.8444,true,2.9485,1.0,000110011001100110000
236,7.3489,43.4738,true,63.7143,true,3.5701,1.0,000110011001100110000
237,7.2123,42.8044,true,34.6483,true,3.7902,1.0,000110011001100110000
238,7.3624,40.335,true,27.0833,true,5.7014,1.0,000110011001100110000
239,7.3341,44.4349,true,14.7354,true,2.5232,1.0,000110011001100110000
240,7.4081,37.4983,true,74.3504,true,1.2971,0.99,000110011001100110000
241,7.5,42.9905,true,3.256,true,2.4034,0.98,000110011001100110000
242,7.5,44.9574,true,29.7897,true,4.0359,1.0,000110011001100110000
243,7.5,35.4252,true,51.5192,true,5.8613,0.82,000110011001100110000
244,6.8384,35.4866,true,52.1078,true,2.1343,1.0,000110011001100110000
245,6.7355,35.359,true,57.5179,true,1.1744,0.96,000110011001100110000
246,6.9835,42.2171,true,41.5376,true,2.3902,0.94,000110011001100110000
247,6.6465,37.5747,true,45.933,true,0.649,0.88,000110011001100110000
248,6.7822,39.4693,true,40.299,true,4.0727,1.0,000110011001100110000
249,7.5,45.0,true,17.9317,true,5.1206,0.98,000110011001100110000
250,7.2511,35.0025,true,53.7289,true,0.8945,0.99,000110011001100110000
251,6.5,40.7805,true,43.2789,true,4.3333,0.88,000110011001100110000
252,6.9185,41.7144,true,50.7161,true,2.1293,1.0,000110011001100110000
253,7.1529,38.937,true,65.4593,true,2.5276,0.99,000110011001100110000
254,7.5,40.2117,true,32.8858,true,1.3337,1.0,000110011001100110000
255,7.5,43.3598,true,62.6417,true,3.6191,1.0,000110011001100110000
256,6.7115,37.2008,true,46.2825,true,4.3515,0.85,000110011001100110000
257,7.5,40.8677,true,29.9976,true,4.6934,1.0,000110011001100110000
258,7.5,36.9485,true,71.3717,true,0.202,0.98,000110011001100110000
259,7.2722,43.2818,true,58.83,true,2.5952,1.0,000110011001100110000
260,6.6795,39.3339,true,61.689,true,2.2522,0.97,000110011001100110000
261,7.5,45.0,true,36.0725,true,2.2531,1.0,000110011001100110000
262,7.2087,37.5416,true,44.847,true,1.117,1.0,000110011001100110000
263,7.5,43.5657,true,13.8865,true,4.8253,1.0,000110011001100110000
264,7.3797,40.2337,true,30.8251,true,5.1853,0.97,000110011001100110000
265,6.9958,44.19,true,43.6003,true,4.0021,0.97,000110011001100110000
266,7.5,36.9953,true,26.0237,true,2.8079,1.0,000110011001100110000
267,7.5,41.343,true,50.7117,true,4.8998,1.0,000110011001100110000
268,6.9145,42.1083,true,33.6186,true,5.9303,0.98,000110011001100110000
269,6.564,42.3201,true,38.7263,true,3.5205,1.0,000110011001100110000
270,7.2269,39.9824,true,50.9351,true,4.1894,1.0,000110011001100110000
271,6.6897,41.2166,true,46.3123,true,2.142,1.0,000110011001100110000
272,7.3241,44.5156,true,66.9772,true,1.9971,1.0,000110011001100110000
273,7.4247,45.0,true,49.2411,true,2.546,1.0,000110011001100110000
274,7.4815,45.0,true,44.4588,true,0.849,1.0,000110011001100110000
275,7.5,35.9115,true,20.0954,true,5.6495,0.99,000110011001100110000
276,7.1518,36.3967,true,79.1239,true,3.453,0.92,000110011001100110000
277,6.5,40.5087,true,32.6356,true,4.3668,0.96,000110011001100110000
278,6.846,45.0,true,53.1976,true,1.1002,0.94,000110011001100110000
279,6.5448,44.1101,true,58.7233,true,2.0148,0.9,000110011001100110000
280,7.0329,42.7187,true,41.5096,true,1.2283,0.99,000110011001100110000
281,6.5149,39.0151,true,50.2399,true,3.0368,0.93,000110011001100110000
282,6.958,35.0,true,68.3108,true,4.5197,1.0,000110011001100110000
283,7.5,37.5445,true,32.973,true,4.6529,1.0,000110011001100110000
284,7.149,35.0,true,30.1052,true,1.1702,0.9,000110011001100110000
285,6.5,42.2962,true,53.6969,true,5.0289,1.0,000110011001100110000
286,6.6134,40.2637,true,37.895,true,4.5105,0.88,000110011001100110000
287,6.5669,40.1073,true,46.649,true,0.6336,0.92,000110011001100110000
288,7.5,45.0,true,22.9226,true,2.0127,1.0,000110011001100110000
289,7.1606,42.7993,true,51.753,true,0.3629,0.99,000110011001100110000
290,6.5,39.578,true,36.3732,true,1.9422,0.97,000110011001100110000
291,6.6535,39.0899,true,57.2296,true,3.8455,0.92,000110011001100110000
292,6.7105,44.0577,true,36.5813,true,5.3299,0.95,000110011001100110000
293,7.4986,45.0,true,68.1228,true,3.2409,1.0,000110011001100110000
294,7.252,44.1979,true,48.0981,true,3.776,1.0,000110011001100110000
295,7.1787,35.3343,true,41.418,true,4.6554,1.0,000110011001100110000
296,6.6325,36.4331,true,47.8424,true,5.8485,0.84,000110011001100110000
297,7.4203,39.5163,true,77.7817,true,1.0502,0.99,000110011001100110000
298,6.839,40.6692,true,51.9059,true,2.6725,0.93,000110011001100110000
299,6.5,39.6864,true,40.3925,true,1.2918,0.97,000110011001100110000
300,7.0884,45.0,true,40.709,true,2.8173,0.99,000110011001100110000
301,7.23,43.5779,true,47.3264,true,5.933,0.94,000110011001100110000
302,7.098,39.8937,true,47.6235,true,0.5188,0.82,000110011001100110000
303,7.1498,41.5509,true,9.7946,true,1.6035,0.81,000110011001100110000
304,6.7014,42.7112,true,49.8478,true,3.2406,0.95,000110011001100110000
305,6.7146,39.0067,true,41.6588,true,5.885,0.92,000110011001100110000
306,6.8176,40.7173,true,42.6037,true,5.3382,1.0,000110011001100110000
307,6.9032,38.3564,true,52.8306,true,5.0628,0.93,000110011001100110000
308,7.4183,44.4809,true,78.4119,true,0.9242,0.99,000110011001100110000
309,6.9596,38.0031,true,30.3986,true,0.1717,0.99,000110011001100110000
310,7.5,44.8233,true,39.1791,true,0.8603,1.0,000110011001100110000
311,7.3917,38.9935,true,29.0782,true,1.6937,1.0,000110011001100110000
312,7.5,37.3085,true,66.8692,true,2.6636,1.0,000110011001100110000
313,6.6688,39.4886,true,47.663,true,5.1708,0.88,000110011001100110000
314,7.4725,36.5538,true,78.6646,true,2.1739,0.96,000110011001100110000
315,7.0497,35.4074,true,64.5376,true,3.8068,1.0,000110011001100110000
316,6.5,44.0826,true,45.826,true,3.9455,0.87,000110011001100110000
317,7.3295,36.5275,true,25.9761,true,5.2324,0.92,000110011001100110000
318,6.9226,38.6713,true,62.503,true,5.1251,0.99,000110011001100110000
319,6.7046,45.0,true,60.4096,true,2.3994,0.95,000110011001100110000
320,7.0278,36.5463,true,57.7864,true,3.0599,0.98,000110011001100110000
321,7.2397,45.0,true,31.6347,true,5.0402,1.0,000110011001100110000
322,7.5,42.1991,true,42.5447,true,2.6944,1.0,000110011001100110000
323,7.5,38.4993,true,14.7184,true,2.8458,1.0,000110011001100110000
324,6.886,40.9744,true,62.0465,true,0.8224,0.97,000110011001100110000
325,7.0282,37.1634,true,56.8765,true,1.1998,0.99,000110011001100110000
326,6.9897,37.9491,true,40.1817,true,2.2332,0.99,000110011001100110000
327,7.0847,36.5608,true,40.0951,true,1.0497,0.98,000110011001100110000
328,7.5,44.6677,true,33.1545,true,4.2411,1.0,000110011001100110000
329,7.2472,35.0,true,76.8113,true,0.0,0.82,000110011001100110000
330,6.9849,43.4618,true,73.4943,true,2.6974,0.96,000110011001100110000
331,7.5,42.5414,true,55.9898,true,0.6374,0.96,000110011001100110000
332,7.3297,35.9307,true,44.9756,true,5.4627,0.94,000110011001100110000
333,6.7953,43.9226,true,66.0391,true,3.6824,0.92,000110011001100110000
334,6.9692,40.4165,true,64.8984,true,2.2734,0.99,000110011001100110000
335,6.9171,45.0,true,41.6784,true,5.71,0.95,000110011001100110000
336,6.6511,38.3239,true,45.1775,true,5.6259,0.96,000110011001100110000
337,7.4329,39.972,true,24.7974,true,3.7051,1.0,000110011001100110000
338,7.3699,38.9124,true,27.122,true,2.2698,1.0,000110011001100110000
339,7.3883,43.2132,true,48.2291,true,1.1582,1.0,000110011001100110000
340,7.4679,35.0,true,38.383,true,0.9443,1.0,000110011001100110000
341,7.4906,45.0,true,17.0815,true,1.5148,1.0,000110011001100110000
342,7.4941,40.5923,true,72.1859,true,4.5536,0.84,000110011001100110000
343,7.5,36.6187,true,10.6549,true,1.243,1.0,000110011001100110000
344,6.6724,38.2289,true,51.6855,true,3.784,0.85,000110011001100110000
345,6.9131,45.0,true,42.0724,true,4.2517,1.0,000110011001100110000
346,7.1956,40.7219,true,27.7748,true,2.8367,0.87,000110011001100110000
347,7.3631,41.8817,true,75.1687,true,4.9653,0.98,000110011001100110000
348,6.6115,38.862,true,48.8931,true,4.1147,1.0,000110011001100110000
349,7.1729,44.3408,true,67.7591,true,1.0762,1.0,000110011001100110000
350,6.6311,44.0566,true,48.5992,true,4.8237,0.94,000110011001100110000
351,6.7364,42.8279,true,55.4087,true,4.5763,0.97,000110011001100110000
352,7.2448,42.1097,true,65.5597,true,5.4681,0.95,000110011001100110000
353,7.5,39.7888,true,7.0472,true,0.3289,0.99,000110011001100110000
354,7.2141,43.3674,true,36.6605,true,5.6118,0.98,000110011001100110000
355,7.5,43.9101,true,12.1505,true,2.8254,1.0,000110011001100110000
356,7.5,39.1359,true,77.2706,true,4.2634,0.98,000110011001100110000
357,6.6784,43.3479,true,68.8019,true,4.5536,0.97,000110011001100110000
358,6.7435,41.8881,true,40.551,true,3.3855,0.94,000110011001100110000
359,7.0897,40.213,true,50.3285,true,0.9665,0.92,000110011001100110000
360,6.6137,37.223,true,48.6658,true,5.1585,0.92,000110011001100110000
361,7.0692,35.0,true,65.1307,true,5.9848,0.87,000110011001100110000
362,7.3968,43.646,true,44.9371,true,5.0598,1.0,000110011001100110000
363,7.4279,42.2452,true,68.4444,true,0.7034,0.98,000110011001100110000
364,6.5598,43.6703,true,33.2627,true,1.7267,0.96,000110011001100110000
365,7.0578,39.4743,true,58.1057,true,1.5122,0.93,000110011001100110000
366,7.4305,39.0046,true,57.8839,true,2.4886,1.0,000110011001100110000
367,7.121,37.0333,true,31.5332,true,4.0196,1.0,000110011001100110000
368,7.5,43.1805,true,14.6063,true,0.8122,0.96,000110011001100110000
369,6.6442,37.6204,true,48.6331,true,3.8621,0.85,000110011001100110000
370,7.215,40.8041,true,45.9896,true,1.6262,0.99,000110011001100110000
371,7.5,41.2591,true,11.3941,true,4.7042,1.0,000110011001100110000
372,7.4728,43.3353,true,10.1079,true,3.0121,0.99,000110011001100110000
373,7.1984,35.299,true,56.8908,true,2.6122,1.0,000110011001100110000
